Year,Economy,Economy Label,Sex,Sex Label,Industry,Industry Label,Components,Components Label,Percentage of Domestic Value Added,Percentage of Domestic Value Added Footnote,Percentage of Domestic Value Added Missing value
2009,604,"Peru",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",79.90061,,
2009,604,"Peru",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",71.22329,,
2009,604,"Peru",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",71.78671,,
2009,604,"Peru",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",70.66937,,
2009,604,"Peru",2,"Male",I24,"Services",01,"Domestic value added in gross exports",48.65033,,
2009,604,"Peru",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",48.99048,,
2009,604,"Peru",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",47.94622,,
2009,604,"Peru",1,"Female",I20,"Total",01,"Domestic value added in gross exports",23.56954,,
2009,604,"Peru",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",22.29512,,
2009,604,"Peru",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",25.89021,,
2009,604,"Peru",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",41.95404,,
2009,604,"Peru",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",41.9989,,
2009,604,"Peru",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",41.67429,,
2009,604,"Peru",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",16.27373,,
2009,604,"Peru",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",14.04337,,
2009,604,"Peru",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",20.09939,,
2009,604,"Peru",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",28.77671,,
2009,604,"Peru",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",28.21329,,
2009,604,"Peru",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",29.33063,,
2009,604,"Peru",1,"Female",I24,"Services",01,"Domestic value added in gross exports",51.34967,,
2009,604,"Peru",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",51.00952,,
2009,604,"Peru",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",52.05378,,
2009,616,"Poland",2,"Male",I20,"Total",01,"Domestic value added in gross exports",62.30653,,
2009,616,"Poland",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",60.54495,,
2009,616,"Poland",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",64.94993,,
2009,616,"Poland",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",55.24898,,
2009,616,"Poland",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",55.24898,,
2009,616,"Poland",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",55.24898,,
2009,616,"Poland",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",70.49331,,
2009,616,"Poland",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",70.69226,,
2009,616,"Poland",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",70.27667,,
2009,616,"Poland",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",69.66857,,
2009,616,"Poland",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",69.59832,,
2009,616,"Poland",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",69.72948,,
2009,616,"Poland",2,"Male",I24,"Services",01,"Domestic value added in gross exports",53.09934,,
2009,616,"Poland",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",52.23641,,
2009,616,"Poland",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",55.17327,,
2009,616,"Poland",1,"Female",I20,"Total",01,"Domestic value added in gross exports",37.69347,,
2009,616,"Poland",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",39.45505,,
2009,616,"Poland",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",35.05007,,
2009,616,"Poland",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",44.75102,,
2009,616,"Poland",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",44.75102,,
2009,616,"Poland",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",44.75102,,
2009,616,"Poland",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",29.50669,,
2009,616,"Poland",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",29.30774,,
2009,616,"Poland",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",29.72333,,
2009,616,"Poland",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",30.33143,,
2009,616,"Poland",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",30.40168,,
2009,616,"Poland",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",30.27052,,
2009,616,"Poland",1,"Female",I24,"Services",01,"Domestic value added in gross exports",46.90066,,
2009,616,"Poland",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",47.76359,,
2009,616,"Poland",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",44.82673,,
2009,620,"Portugal",2,"Male",I20,"Total",01,"Domestic value added in gross exports",58.54317,,
2009,620,"Portugal",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",57.72221,,
2009,620,"Portugal",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",59.95476,,
2009,620,"Portugal",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",55.46873,,
2009,620,"Portugal",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",55.49638,,
2009,620,"Portugal",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",55.41966,,
2009,620,"Portugal",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",63.05477,,
2009,620,"Portugal",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",61.91796,,
2009,620,"Portugal",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",64.57131,,
2009,620,"Portugal",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",61.63638,,
2009,620,"Portugal",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",60.08618,,
2009,620,"Portugal",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",63.65345,,
2009,620,"Portugal",2,"Male",I24,"Services",01,"Domestic value added in gross exports",55.4203,,
2009,620,"Portugal",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",55.26168,,
2009,620,"Portugal",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",55.75103,,
2009,620,"Portugal",1,"Female",I20,"Total",01,"Domestic value added in gross exports",41.45683,,
2009,620,"Portugal",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",42.27779,,
2009,620,"Portugal",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",40.04524,,
2009,620,"Portugal",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",44.53127,,
2009,620,"Portugal",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",44.50362,,
2009,620,"Portugal",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",44.58034,,
2009,620,"Portugal",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",36.94523,,
2009,620,"Portugal",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",38.08204,,
2009,620,"Portugal",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",35.42869,,
2009,620,"Portugal",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",38.36362,,
2009,620,"Portugal",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",39.91382,,
2009,620,"Portugal",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",36.34655,,
2009,620,"Portugal",1,"Female",I24,"Services",01,"Domestic value added in gross exports",44.5797,,
2009,620,"Portugal",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",44.73832,,
2009,620,"Portugal",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",44.24897,,
2009,642,"Romania",2,"Male",I20,"Total",01,"Domestic value added in gross exports",62.30294,,
2009,642,"Romania",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",61.5897,,
2009,642,"Romania",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",63.65617,,
2009,642,"Romania",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",52.73161,,
2009,642,"Romania",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",52.73161,,
2009,642,"Romania",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",52.73161,,
2009,642,"Romania",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",61.25225,,
2009,642,"Romania",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",59.1772,,
2009,642,"Romania",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",64.21379,,
2009,642,"Romania",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",60.81284,,
2009,642,"Romania",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",58.79628,,
2009,642,"Romania",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",63.71194,,
2009,642,"Romania",2,"Male",I24,"Services",01,"Domestic value added in gross exports",64.29188,,
2009,642,"Romania",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",64.63986,,
2009,642,"Romania",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",63.41342,,
2009,642,"Romania",1,"Female",I20,"Total",01,"Domestic value added in gross exports",37.69706,,
2009,642,"Romania",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",38.4103,,
2009,642,"Romania",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",36.34383,,
2009,642,"Romania",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",47.26839,,
2009,642,"Romania",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",47.26839,,
2009,642,"Romania",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",47.26839,,
2009,642,"Romania",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",38.74775,,
2009,642,"Romania",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",40.8228,,
2009,642,"Romania",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",35.78621,,
2009,642,"Romania",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",39.18716,,
2009,642,"Romania",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",41.20372,,
2009,642,"Romania",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",36.28806,,
2009,642,"Romania",1,"Female",I24,"Services",01,"Domestic value added in gross exports",35.70812,,
2009,642,"Romania",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",35.36014,,
2009,642,"Romania",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",36.58658,,
2009,703,"Slovakia",2,"Male",I20,"Total",01,"Domestic value added in gross exports",60.59867,,
2009,703,"Slovakia",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",59.81788,,
2009,703,"Slovakia",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",61.81375,,
2009,703,"Slovakia",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",75.03625,,
2009,703,"Slovakia",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",75.03625,,
2009,703,"Slovakia",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",75.03625,,
2009,703,"Slovakia",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",66.59144,,
2009,703,"Slovakia",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",68.13537,,
2009,703,"Slovakia",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",64.86747,,
2009,703,"Slovakia",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",66.11073,,
2009,703,"Slovakia",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",67.48341,,
2009,703,"Slovakia",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",64.60653,,
2009,703,"Slovakia",2,"Male",I24,"Services",01,"Domestic value added in gross exports",51.42696,,
2009,703,"Slovakia",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",50.42353,,
2009,703,"Slovakia",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",53.95592,,
2009,703,"Slovakia",1,"Female",I20,"Total",01,"Domestic value added in gross exports",39.40133,,
2009,703,"Slovakia",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",40.18212,,
2009,703,"Slovakia",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",38.18625,,
2009,703,"Slovakia",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",24.96375,,
2009,703,"Slovakia",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",24.96375,,
2009,703,"Slovakia",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",24.96375,,
2009,703,"Slovakia",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",33.40856,,
2009,703,"Slovakia",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",31.86463,,
2009,703,"Slovakia",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",35.13253,,
2009,703,"Slovakia",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",33.88927,,
2009,703,"Slovakia",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",32.51659,,
2009,703,"Slovakia",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",35.39347,,
2009,703,"Slovakia",1,"Female",I24,"Services",01,"Domestic value added in gross exports",48.57304,,
2009,703,"Slovakia",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",49.57647,,
2009,703,"Slovakia",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",46.04408,,
2009,705,"Slovenia",2,"Male",I20,"Total",01,"Domestic value added in gross exports",59.98839,,
2009,705,"Slovenia",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",59.10677,,
2009,705,"Slovenia",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",61.60761,,
2009,705,"Slovenia",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",54.61473,,
2009,705,"Slovenia",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",54.61473,,
2009,705,"Slovenia",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",54.61473,,
2009,705,"Slovenia",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",64.85513,,
2009,705,"Slovenia",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",64.27344,,
2009,705,"Slovenia",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",65.75422,,
2009,705,"Slovenia",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",63.64545,,
2009,705,"Slovenia",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",63.00658,,
2009,705,"Slovenia",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",64.62907,,
2009,705,"Slovenia",2,"Male",I24,"Services",01,"Domestic value added in gross exports",53.67172,,
2009,705,"Slovenia",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",53.28075,,
2009,705,"Slovenia",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",54.58147,,
2009,705,"Slovenia",1,"Female",I20,"Total",01,"Domestic value added in gross exports",40.01161,,
2009,705,"Slovenia",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",40.89323,,
2009,705,"Slovenia",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",38.39239,,
2009,705,"Slovenia",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",45.38527,,
2009,705,"Slovenia",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",45.38527,,
2009,705,"Slovenia",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",45.38527,,
2009,705,"Slovenia",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",35.14487,,
2009,705,"Slovenia",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",35.72656,,
2009,705,"Slovenia",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",34.24578,,
2009,705,"Slovenia",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",36.35455,,
2009,705,"Slovenia",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",36.99342,,
2009,705,"Slovenia",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",35.37093,,
2009,705,"Slovenia",1,"Female",I24,"Services",01,"Domestic value added in gross exports",46.32828,,
2009,705,"Slovenia",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",46.71925,,
2009,705,"Slovenia",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",45.41853,,
2009,724,"Spain",2,"Male",I20,"Total",01,"Domestic value added in gross exports",63.35376,,
2009,724,"Spain",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",61.23777,,
2009,724,"Spain",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",66.29975,,
2009,724,"Spain",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",73.59784,,
2009,724,"Spain",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",73.56388,,
2009,724,"Spain",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",73.67611,,
2009,724,"Spain",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",73.83824,,
2009,724,"Spain",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",73.26439,,
2009,724,"Spain",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",74.32475,,
2009,724,"Spain",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",73.55468,,
2009,724,"Spain",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",72.87462,,
2009,724,"Spain",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",74.12331,,
2009,724,"Spain",2,"Male",I24,"Services",01,"Domestic value added in gross exports",54.52261,,
2009,724,"Spain",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",53.93486,,
2009,724,"Spain",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",55.71776,,
2009,724,"Spain",1,"Female",I20,"Total",01,"Domestic value added in gross exports",36.64624,,
2009,724,"Spain",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",38.76223,,
2009,724,"Spain",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",33.70025,,
2009,724,"Spain",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",26.40216,,
2009,724,"Spain",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",26.43612,,
2009,724,"Spain",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",26.32389,,
2009,724,"Spain",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",26.16176,,
2009,724,"Spain",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",26.73561,,
2009,724,"Spain",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",25.67525,,
2009,724,"Spain",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",26.44532,,
2009,724,"Spain",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",27.12538,,
2009,724,"Spain",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",25.87669,,
2009,724,"Spain",1,"Female",I24,"Services",01,"Domestic value added in gross exports",45.47739,,
2009,724,"Spain",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",46.06514,,
2009,724,"Spain",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",44.28224,,
2009,752,"Sweden",2,"Male",I20,"Total",01,"Domestic value added in gross exports",68.17926,,
2009,752,"Sweden",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",66.0417,,
2009,752,"Sweden",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",71.14187,,
2009,752,"Sweden",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",78.41684,,
2009,752,"Sweden",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",78.41684,,
2009,752,"Sweden",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",78.41684,,
2009,752,"Sweden",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",75.81182,,
2009,752,"Sweden",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",73.83246,,
2009,752,"Sweden",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",77.87794,,
2009,752,"Sweden",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",75.48907,,
2009,752,"Sweden",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",73.37016,,
2009,752,"Sweden",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",77.66126,,
2009,752,"Sweden",2,"Male",I24,"Services",01,"Domestic value added in gross exports",60.14105,,
2009,752,"Sweden",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",59.63386,,
2009,752,"Sweden",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",61.10688,,
2009,752,"Sweden",1,"Female",I20,"Total",01,"Domestic value added in gross exports",31.82074,,
2009,752,"Sweden",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",33.9583,,
2009,752,"Sweden",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",28.85813,,
2009,752,"Sweden",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",21.58316,,
2009,752,"Sweden",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",21.58316,,
2009,752,"Sweden",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",21.58316,,
2009,752,"Sweden",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",24.18818,,
2009,752,"Sweden",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",26.16754,,
2009,752,"Sweden",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",22.12206,,
2009,752,"Sweden",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",24.51093,,
2009,752,"Sweden",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",26.62984,,
2009,752,"Sweden",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",22.33874,,
2009,752,"Sweden",1,"Female",I24,"Services",01,"Domestic value added in gross exports",39.85895,,
2009,752,"Sweden",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",40.36614,,
2009,752,"Sweden",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",38.89312,,
2009,756,"Switzerland",2,"Male",I20,"Total",01,"Domestic value added in gross exports",64.31539,,
2009,756,"Switzerland",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",63.1929,,
2009,756,"Switzerland",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",66.38888,,
2009,756,"Switzerland",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",65.92923,,
2009,756,"Switzerland",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",65.92923,,
2009,756,"Switzerland",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",65.92923,,
2009,756,"Switzerland",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",71.1109,,
2009,756,"Switzerland",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",70.90381,,
2009,756,"Switzerland",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",71.38291,,
2009,756,"Switzerland",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",70.70445,,
2009,756,"Switzerland",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",70.47116,,
2009,756,"Switzerland",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",71.00945,,
2009,756,"Switzerland",2,"Male",I24,"Services",01,"Domestic value added in gross exports",58.62212,,
2009,756,"Switzerland",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",58.05748,,
2009,756,"Switzerland",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",60.04615,,
2009,756,"Switzerland",1,"Female",I20,"Total",01,"Domestic value added in gross exports",35.68461,,
2009,756,"Switzerland",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",36.8071,,
2009,756,"Switzerland",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",33.61112,,
2009,756,"Switzerland",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",34.07077,,
2009,756,"Switzerland",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",34.07077,,
2009,756,"Switzerland",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",34.07077,,
2009,756,"Switzerland",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",28.8891,,
2009,756,"Switzerland",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",29.09619,,
2009,756,"Switzerland",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",28.61709,,
2009,756,"Switzerland",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",29.29555,,
2009,756,"Switzerland",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",29.52884,,
2009,756,"Switzerland",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",28.99055,,
2009,756,"Switzerland",1,"Female",I24,"Services",01,"Domestic value added in gross exports",41.37788,,
2009,756,"Switzerland",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",41.94252,,
2009,756,"Switzerland",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",39.95385,,
2009,792,"Turkiye",2,"Male",I20,"Total",01,"Domestic value added in gross exports",80.50655,,
2009,792,"Turkiye",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",79.66226,,
2009,792,"Turkiye",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",81.70142,,
2009,792,"Turkiye",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",55.28322,,
2009,792,"Turkiye",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",55.29647,,
2009,792,"Turkiye",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",55.18437,,
2009,792,"Turkiye",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",82.18673,,
2009,792,"Turkiye",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",81.09623,,
2009,792,"Turkiye",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",83.13553,,
2009,792,"Turkiye",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",81.63195,,
2009,792,"Turkiye",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",80.21418,,
2009,792,"Turkiye",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",82.82727,,
2009,792,"Turkiye",2,"Male",I24,"Services",01,"Domestic value added in gross exports",80.96876,,
2009,792,"Turkiye",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",81.47247,,
2009,792,"Turkiye",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",79.82253,,
2009,792,"Turkiye",1,"Female",I20,"Total",01,"Domestic value added in gross exports",19.49345,,
2009,792,"Turkiye",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",20.33774,,
2009,792,"Turkiye",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",18.29858,,
2009,792,"Turkiye",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",44.71678,,
2009,792,"Turkiye",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",44.70353,,
