Year,Year Label,Economy,Economy Label,Flow,Flow Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value
19871988,"1988",191,"Croatia",02,"Exports",,,"Not applicable"
19871988,"1988",191,"Croatia",01,"Imports",,,"Not applicable"
19871988,"1988",192,"Cuba",02,"Exports",2.16627,,
19871988,"1988",192,"Cuba",01,"Imports",-0.43353,,
19871988,"1988",531,"Curacao",02,"Exports",,,"Not applicable"
19871988,"1988",531,"Curacao",01,"Imports",,,"Not applicable"
19871988,"1988",196,"Cyprus",02,"Exports",24.08524,,
19871988,"1988",196,"Cyprus",01,"Imports",25.28844,,
19871988,"1988",203,"Czechia",02,"Exports",,,"Not applicable"
19871988,"1988",203,"Czechia",01,"Imports",,,"Not applicable"
19871988,"1988",200,"Czechoslovakia",02,"Exports",9.17095,,
19871988,"1988",200,"Czechoslovakia",01,"Imports",5.80552,,
19871988,"1988",408,"Dem. People's Rep. of Korea",02,"Exports",18.97655,"Estimated",
19871988,"1988",408,"Dem. People's Rep. of Korea",01,"Imports",25.61947,"Estimated",
19871988,"1988",180,"Dem. Rep. of the Congo",02,"Exports",35.68671,,
19871988,"1988",180,"Dem. Rep. of the Congo",01,"Imports",-9.24464,,
19871988,"1988",278,"Democratic Republic of Germany",02,"Exports",19.8895,,
19871988,"1988",278,"Democratic Republic of Germany",01,"Imports",20.85561,,
19871988,"1988",208,"Denmark",02,"Exports",11.05572,,
19871988,"1988",208,"Denmark",01,"Imports",6.78233,,
19871988,"1988",262,"Djibouti",02,"Exports",-17.85714,,
19871988,"1988",262,"Djibouti",01,"Imports",-1.95122,,
19871988,"1988",212,"Dominica",02,"Exports",12.88671,,
19871988,"1988",212,"Dominica",01,"Imports",32.52888,,
19871988,"1988",214,"Dominican Republic",02,"Exports",31.04139,,
19871988,"1988",214,"Dominican Republic",01,"Imports",8.72261,,
19871988,"1988",218,"Ecuador",02,"Exports",13.72549,,
19871988,"1988",218,"Ecuador",01,"Imports",-23.89518,,
19871988,"1988",818,"Egypt",02,"Exports",31.13544,,
19871988,"1988",818,"Egypt",01,"Imports",43.58968,,
19871988,"1988",222,"El Salvador",02,"Exports",3.04569,,
19871988,"1988",222,"El Salvador",01,"Imports",1.29972,,
19871988,"1988",226,"Equatorial Guinea",02,"Exports",17.66667,,
19871988,"1988",226,"Equatorial Guinea",01,"Imports",5.52759,,
19871988,"1988",232,"Eritrea",02,"Exports",,,"Not applicable"
19871988,"1988",232,"Eritrea",01,"Imports",,,"Not applicable"
19871988,"1988",233,"Estonia",02,"Exports",,,"Not applicable"
19871988,"1988",233,"Estonia",01,"Imports",,,"Not applicable"
19871988,"1988",748,"Eswatini",02,"Exports",8.43158,,
19871988,"1988",748,"Eswatini",01,"Imports",16.92505,,
19871988,"1988",231,"Ethiopia",02,"Exports",,,"Not applicable"
19871988,"1988",231,"Ethiopia",01,"Imports",,,"Not applicable"
19871988,"1988",230,"Ethiopia (...1991)",02,"Exports",20.865,,
19871988,"1988",230,"Ethiopia (...1991)",01,"Imports",5.90719,,
19871988,"1988",238,"Falkland Islands (Malvinas)",02,"Exports",47.38676,"Estimated",
19871988,"1988",238,"Falkland Islands (Malvinas)",01,"Imports",46.8661,"Estimated",
19871988,"1988",234,"Faroe Islands",02,"Exports",0.86957,,
19871988,"1988",234,"Faroe Islands",01,"Imports",-6.82261,,
19871988,"1988",280,"Federal Republic of Germany",02,"Exports",9.83595,,
19871988,"1988",280,"Federal Republic of Germany",01,"Imports",9.64188,,
19871988,"1988",242,"Fiji",02,"Exports",13.42105,,
19871988,"1988",242,"Fiji",01,"Imports",21.89974,,
19871988,"1988",246,"Finland",02,"Exports",8.54016,,
19871988,"1988",246,"Finland",01,"Imports",7.62104,,
19871988,"1988",250,"France",02,"Exports",13.06517,,
19871988,"1988",250,"France",01,"Imports",12.94383,,
19871988,"1988",254,"French Guiana",02,"Exports",-7.40741,,
19871988,"1988",254,"French Guiana",01,"Imports",30.686,,
19871988,"1988",258,"French Polynesia",02,"Exports",-9.63855,,
19871988,"1988",258,"French Polynesia",01,"Imports",-2.52049,,
19871988,"1988",266,"Gabon",02,"Exports",-7.15384,,
19871988,"1988",266,"Gabon",01,"Imports",8.10342,,
19871988,"1988",270,"Gambia",02,"Exports",45.8125,,
19871988,"1988",270,"Gambia",01,"Imports",8.14902,,
19871988,"1988",268,"Georgia",02,"Exports",,,"Not applicable"
19871988,"1988",268,"Georgia",01,"Imports",,,"Not applicable"
19871988,"1988",276,"Germany",02,"Exports",,,"Not applicable"
19871988,"1988",276,"Germany",01,"Imports",,,"Not applicable"
19871988,"1988",288,"Ghana",02,"Exports",6.21443,,
19871988,"1988",288,"Ghana",01,"Imports",-21.70245,,
19871988,"1988",292,"Gibraltar",02,"Exports",25.23364,,
19871988,"1988",292,"Gibraltar",01,"Imports",13.21682,,
19871988,"1988",300,"Greece",02,"Exports",-16.90026,,
19871988,"1988",300,"Greece",01,"Imports",-6.43018,,
19871988,"1988",304,"Greenland",02,"Exports",13.00578,,
19871988,"1988",304,"Greenland",01,"Imports",2.36686,,
19871988,"1988",308,"Grenada",02,"Exports",3.86795,,
19871988,"1988",308,"Grenada",01,"Imports",3.4926,,
19871988,"1988",312,"Guadeloupe",02,"Exports",65.5914,,
19871988,"1988",312,"Guadeloupe",01,"Imports",16.34615,,
19871988,"1988",316,"Guam",02,"Exports",40.625,"Estimated",
19871988,"1988",316,"Guam",01,"Imports",64.28571,,
19871988,"1988",320,"Guatemala",02,"Exports",3.48079,,
19871988,"1988",320,"Guatemala",01,"Imports",7.58568,,
19871988,"1988",324,"Guinea",02,"Exports",-6.06618,,
19871988,"1988",324,"Guinea",01,"Imports",29.2735,,
19871988,"1988",624,"Guinea-Bissau",02,"Exports",-6.47059,,
19871988,"1988",624,"Guinea-Bissau",01,"Imports",-5.33857,,
19871988,"1988",328,"Guyana",02,"Exports",-5.2728,,
19871988,"1988",328,"Guyana",01,"Imports",-18.78922,,
19871988,"1988",332,"Haiti",02,"Exports",-16.04383,,
19871988,"1988",332,"Haiti",01,"Imports",-13.7582,,
19871988,"1988",340,"Honduras",02,"Exports",6.3811,,
19871988,"1988",340,"Honduras",01,"Imports",13.62098,,
19871988,"1988",348,"Hungary",02,"Exports",4.38413,,
19871988,"1988",348,"Hungary",01,"Imports",-4.96957,,
19871988,"1988",352,"Iceland",02,"Exports",3.54579,,
19871988,"1988",352,"Iceland",01,"Imports",0.43699,,
19871988,"1988",356,"India",02,"Exports",17.13239,,
19871988,"1988",356,"India",01,"Imports",14.55086,,
19871988,"1988",360,"Indonesia",02,"Exports",,,"Not applicable"
19871988,"1988",360,"Indonesia",01,"Imports",,,"Not applicable"
19871988,"1988",960,"Indonesia (...2002)",02,"Exports",13.5979,,
19871988,"1988",960,"Indonesia (...2002)",01,"Imports",2.77713,,
19871988,"1988",364,"Iran (Islamic Republic of)",02,"Exports",-10.12924,,
19871988,"1988",364,"Iran (Islamic Republic of)",01,"Imports",-1.21212,,
19871988,"1988",368,"Iraq",02,"Exports",-0.98918,,
19871988,"1988",368,"Iraq",01,"Imports",38.47606,,
19871988,"1988",372,"Ireland",02,"Exports",17.185,,
19871988,"1988",372,"Ireland",01,"Imports",14.15844,,
19871988,"1988",376,"Israel",02,"Exports",15.34822,,
19871988,"1988",376,"Israel",01,"Imports",4.67319,,
19871988,"1988",380,"Italy",02,"Exports",9.5518,,
19871988,"1988",380,"Italy",01,"Imports",10.25776,,
19871988,"1988",388,"Jamaica",02,"Exports",24.65653,,
19871988,"1988",388,"Jamaica",01,"Imports",17.52125,,
19871988,"1988",392,"Japan",02,"Exports",14.5145,,
19871988,"1988",392,"Japan",01,"Imports",24.06428,,
19871988,"1988",400,"Jordan",02,"Exports",9.17756,,
19871988,"1988",400,"Jordan",01,"Imports",0.88747,,
19871988,"1988",398,"Kazakhstan",02,"Exports",,,"Not applicable"
19871988,"1988",398,"Kazakhstan",01,"Imports",,,"Not applicable"
19871988,"1988",404,"Kenya",02,"Exports",11.06751,,
19871988,"1988",404,"Kenya",01,"Imports",14.3615,,
19871988,"1988",296,"Kiribati",02,"Exports",150,,
19871988,"1988",296,"Kiribati",01,"Imports",22.22222,,
19871988,"1988",414,"Kuwait",02,"Exports",-7.29671,,
19871988,"1988",414,"Kuwait",01,"Imports",11.86965,,
19871988,"1988",417,"Kyrgyzstan",02,"Exports",,,"Not applicable"
19871988,"1988",417,"Kyrgyzstan",01,"Imports",,,"Not applicable"
19871988,"1988",418,"Lao People's Dem. Rep.",02,"Exports",-9.51638,,
19871988,"1988",418,"Lao People's Dem. Rep.",01,"Imports",-10.64815,,
19871988,"1988",428,"Latvia",02,"Exports",,,"Not applicable"
19871988,"1988",428,"Latvia",01,"Imports",,,"Not applicable"
19871988,"1988",422,"Lebanon",02,"Exports",20,,
19871988,"1988",422,"Lebanon",01,"Imports",30.72626,,
19871988,"1988",426,"Lesotho",02,"Exports",37.92437,,
19871988,"1988",426,"Lesotho",01,"Imports",24.36148,,
19871988,"1988",430,"Liberia",02,"Exports",3.69702,,
19871988,"1988",430,"Liberia",01,"Imports",-11.46944,,
19871988,"1988",434,"Libya",02,"Exports",-17.03345,,
19871988,"1988",434,"Libya",01,"Imports",25.29889,,
19871988,"1988",440,"Lithuania",02,"Exports",,,"Not applicable"
19871988,"1988",440,"Lithuania",01,"Imports",,,"Not applicable"
19871988,"1988",442,"Luxembourg",02,"Exports",15.86433,,
19871988,"1988",442,"Luxembourg",01,"Imports",10.95182,,
19871988,"1988",450,"Madagascar",02,"Exports",-16.0214,,
19871988,"1988",450,"Madagascar",01,"Imports",19.2053,,
19871988,"1988",454,"Malawi",02,"Exports",4.12466,,
19871988,"1988",454,"Malawi",01,"Imports",42.00265,,
19871988,"1988",458,"Malaysia",02,"Exports",17.3982,,
19871988,"1988",458,"Malaysia",01,"Imports",30.17081,,
19871988,"1988",462,"Maldives",02,"Exports",75.16129,,
19871988,"1988",462,"Maldives",01,"Imports",11.11111,,
19871988,"1988",466,"Mali",02,"Exports",19.84859,,
19871988,"1988",466,"Mali",01,"Imports",34.81481,,
19871988,"1988",470,"Malta",02,"Exports",17.94594,,
19871988,"1988",470,"Malta",01,"Imports",18.69668,,
19871988,"1988",474,"Martinique",02,"Exports",1.03093,,
19871988,"1988",474,"Martinique",01,"Imports",14.55357,,
19871988,"1988",478,"Mauritania",02,"Exports",-17.21933,,
19871988,"1988",478,"Mauritania",01,"Imports",1.76725,,
19871988,"1988",480,"Mauritius",02,"Exports",13.30547,,
19871988,"1988",480,"Mauritius",01,"Imports",27.42203,,
19871988,"1988",484,"Mexico",02,"Exports",11.20274,,
19871988,"1988",484,"Mexico",01,"Imports",49.27424,,
19871988,"1988",496,"Mongolia",02,"Exports",2.95306,,
19871988,"1988",496,"Mongolia",01,"Imports",0.81477,,
19871988,"1988",499,"Montenegro",02,"Exports",,,"Not applicable"
19871988,"1988",499,"Montenegro",01,"Imports",,,"Not applicable"
19871988,"1988",500,"Montserrat",02,"Exports",-50,,
19871988,"1988",500,"Montserrat",01,"Imports",8,,
19871988,"1988",504,"Morocco",02,"Exports",29.15607,,
19871988,"1988",504,"Morocco",01,"Imports",12.84622,,
19871988,"1988",508,"Mozambique",02,"Exports",6.18557,,
19871988,"1988",508,"Mozambique",01,"Imports",14.64174,,
19871988,"1988",104,"Myanmar",02,"Exports",-24.3666,,
19871988,"1988",104,"Myanmar",01,"Imports",-9.27514,,
19871988,"1988",516,"Namibia",02,"Exports",6.24371,,
19871988,"1988",516,"Namibia",01,"Imports",5.03716,,
19871988,"1988",520,"Nauru",02,"Exports",24.4898,,
19871988,"1988",520,"Nauru",01,"Imports",31.13208,,
19871988,"1988",524,"Nepal",02,"Exports",27.02654,,
19871988,"1988",524,"Nepal",01,"Imports",18.75674,,
19871988,"1988",528,"Netherlands (Kingdom of the)",02,"Exports",10.82649,,
19871988,"1988",528,"Netherlands (Kingdom of the)",01,"Imports",8.68942,,
19871988,"1988",530,"Netherlands Antilles",02,"Exports",-13.29658,,
19871988,"1988",530,"Netherlands Antilles",01,"Imports",-6.54871,,
19871988,"1988",540,"New Caledonia",02,"Exports",106.22222,,
19871988,"1988",540,"New Caledonia",01,"Imports",-3.51438,,
19871988,"1988",554,"New Zealand",02,"Exports",22.99653,,
19871988,"1988",554,"New Zealand",01,"Imports",0.91342,,
19871988,"1988",558,"Nicaragua",02,"Exports",-14.69941,,
19871988,"1988",558,"Nicaragua",01,"Imports",-2.61248,,
19871988,"1988",562,"Niger",02,"Exports",-7.61339,,
19871988,"1988",562,"Niger",01,"Imports",24.46369,,
19871988,"1988",566,"Nigeria",02,"Exports",-6.65309,,
19871988,"1988",566,"Nigeria",01,"Imports",23.91937,,
19871988,"1988",570,"Niue",01,"Imports",0,,
19871988,"1988",807,"North Macedonia",02,"Exports",,,"Not applicable"
19871988,"1988",807,"North Macedonia",01,"Imports",,,"Not applicable"
19871988,"1988",578,"Norway",02,"Exports",4.40253,,
19871988,"1988",578,"Norway",01,"Imports",2.565,,
19871988,"1988",512,"Oman",02,"Exports",-13.45339,,
19871988,"1988",512,"Oman",01,"Imports",19.18575,,
19871988,"1988",586,"Pakistan",02,"Exports",8.39731,,
19871988,"1988",586,"Pakistan",01,"Imports",13.19526,,
19871988,"1988",591,"Panama",02,"Exports",-14.20804,,
19871988,"1988",591,"Panama",01,"Imports",-42.50727,,
19871988,"1988",598,"Papua New Guinea",02,"Exports",20.45684,,
19871988,"1988",598,"Papua New Guinea",01,"Imports",4.51406,,
19871988,"1988",600,"Paraguay",02,"Exports",44.27811,,
19871988,"1988",600,"Paraguay",01,"Imports",-3.59813,,
19871988,"1988",604,"Peru",02,"Exports",1.51082,,
19871988,"1988",604,"Peru",01,"Imports",3.5298,,
19871988,"1988",608,"Philippines",02,"Exports",23.697,,
19871988,"1988",608,"Philippines",01,"Imports",21.47946,,
19871988,"1988",616,"Poland",02,"Exports",14.33251,,
19871988,"1988",616,"Poland",01,"Imports",12.85714,,
19871988,"1988",620,"Portugal",02,"Exports",17.90576,,
19871988,"1988",620,"Portugal",01,"Imports",28.45124,,
19871988,"1988",634,"Qatar",02,"Exports",11.33501,,
19871988,"1988",634,"Qatar",01,"Imports",9.13006,,
19871988,"1988",410,"Republic of Korea",02,"Exports",28.37292,,
19871988,"1988",410,"Republic of Korea",01,"Imports",26.30668,,
19871988,"1988",498,"Republic of Moldova",02,"Exports",,,"Not applicable"
19871988,"1988",498,"Republic of Moldova",01,"Imports",,,"Not applicable"
19871988,"1988",638,"Reunion",02,"Exports",-6.50888,,
19871988,"1988",638,"Reunion",01,"Imports",13.52459,,
19871988,"1988",642,"Romania",02,"Exports",8.5796,,
19871988,"1988",642,"Romania",01,"Imports",-8.06258,,
19871988,"1988",643,"Russian Federation",02,"Exports",,,"Not applicable"
19871988,"1988",643,"Russian Federation",01,"Imports",,,"Not applicable"
19871988,"1988",646,"Rwanda",02,"Exports",-4.19922,,
19871988,"1988",646,"Rwanda",01,"Imports",4.69953,,
19871988,"1988",654,"Saint Helena",02,"Exports",222.00957,"Estimated",
19871988,"1988",654,"Saint Helena",01,"Imports",-27.01465,"Estimated",
19871988,"1988",659,"Saint Kitts and Nevis",02,"Exports",-2.53289,,
19871988,"1988",659,"Saint Kitts and Nevis",01,"Imports",17.72152,,
19871988,"1988",662,"Saint Lucia",02,"Exports",50.27122,,
19871988,"1988",662,"Saint Lucia",01,"Imports",22.90503,,
19871988,"1988",666,"Saint Pierre and Miquelon",02,"Exports",-59.3871,"Estimated",
19871988,"1988",666,"Saint Pierre and Miquelon",01,"Imports",7.59518,,
19871988,"1988",670,"Saint Vincent and the Grenadines",02,"Exports",62.91632,,
19871988,"1988",670,"Saint Vincent and the Grenadines",01,"Imports",23.91073,,
19871988,"1988",882,"Samoa",02,"Exports",27.75379,,
19871988,"1988",882,"Samoa",01,"Imports",21.99464,,
19871988,"1988",678,"Sao Tome and Principe",02,"Exports",45.8589,,
19871988,"1988",678,"Sao Tome and Principe",01,"Imports",4.2952,,
19871988,"1988",682,"Saudi Arabia",02,"Exports",5.07781,,
19871988,"1988",682,"Saudi Arabia",01,"Imports",8.46877,,
19871988,"1988",686,"Senegal",02,"Exports",-2.51181,,
19871988,"1988",686,"Senegal",01,"Imports",5.48608,,
19871988,"1988",688,"Serbia",02,"Exports",,,"Not applicable"
19871988,"1988",688,"Serbia",01,"Imports",,,"Not applicable"
19871988,"1988",891,"Serbia and Montenegro",02,"Exports",,,"Not applicable"
19871988,"1988",891,"Serbia and Montenegro",01,"Imports",,,"Not applicable"
19871988,"1988",690,"Seychelles",02,"Exports",43.6586,,
19871988,"1988",690,"Seychelles",01,"Imports",39.92363,,
19871988,"1988",694,"Sierra Leone",02,"Exports",-18.11973,,
19871988,"1988",694,"Sierra Leone",01,"Imports",14.09023,,
19871988,"1988",702,"Singapore",02,"Exports",37.01932,,
19871988,"1988",702,"Singapore",01,"Imports",34.72035,,
19871988,"1988",534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable"
19871988,"1988",534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable"
19871988,"1988",703,"Slovakia",02,"Exports",,,"Not applicable"
19871988,"1988",703,"Slovakia",01,"Imports",,,"Not applicable"
19871988,"1988",705,"Slovenia",02,"Exports",,,"Not applicable"
19871988,"1988",705,"Slovenia",01,"Imports",,,"Not applicable"
19871988,"1988",090,"Solomon Islands",02,"Exports",27.43801,,
19871988,"1988",090,"Solomon Islands",01,"Imports",20.8423,,
19871988,"1988",706,"Somalia",02,"Exports",14.42308,"Estimated",
19871988,"1988",706,"Somalia",01,"Imports",-16.66667,"Estimated",
19871988,"1988",710,"South Africa",02,"Exports",3.07272,,
19871988,"1988",710,"South Africa",01,"Imports",22.55678,,
19871988,"1988",728,"South Sudan",02,"Exports",,,"Not applicable"
19871988,"1988",728,"South Sudan",01,"Imports",,,"Not applicable"
19871988,"1988",724,"Spain",02,"Exports",17.98329,,
19871988,"1988",724,"Spain",01,"Imports",23.19104,,
19871988,"1988",144,"Sri Lanka",02,"Exports",5.95965,,
19871988,"1988",144,"Sri Lanka",01,"Imports",9.90971,,
19871988,"1988",729,"Sudan",02,"Exports",,,"Not applicable"
19871988,"1988",729,"Sudan",01,"Imports",,,"Not applicable"
19871988,"1988",736,"Sudan (...2011)",02,"Exports",1.02317,,
19871988,"1988",736,"Sudan (...2011)",01,"Imports",21.75637,,
19871988,"1988",740,"Suriname",02,"Exports",33.883,,
19871988,"1988",740,"Suriname",01,"Imports",19.38776,,
19871988,"1988",752,"Sweden",02,"Exports",11.7765,,
19871988,"1988",752,"Sweden",01,"Imports",12.08946,,
19871988,"1988",756,"Switzerland",02,"Exports",11.40064,,
19871988,"1988",756,"Switzerland",01,"Imports",11.27497,,
19871988,"1988",760,"Syrian Arab Republic",02,"Exports",0.04167,,
19871988,"1988",760,"Syrian Arab Republic",01,"Imports",-9.68704,,
19871988,"1988",762,"Tajikistan",02,"Exports",,,"Not applicable"
19871988,"1988",762,"Tajikistan",01,"Imports",,,"Not applicable"
19871988,"1988",764,"Thailand",02,"Exports",36.03394,,
19871988,"1988",764,"Thailand",01,"Imports",56.0388,,
19871988,"1988",626,"Timor-Leste",02,"Exports",,,"Not applicable"
19871988,"1988",626,"Timor-Leste",01,"Imports",,,"Not applicable"
19871988,"1988",768,"Togo",02,"Exports",-0.47947,,
19871988,"1988",768,"Togo",01,"Imports",15.05989,,
19871988,"1988",776,"Tonga",02,"Exports",22.54072,,
19871988,"1988",776,"Tonga",01,"Imports",15.56369,,
19871988,"1988",780,"Trinidad and Tobago",02,"Exports",-3.45325,,
19871988,"1988",780,"Trinidad and Tobago",01,"Imports",-7.54462,,
19871988,"1988",788,"Tunisia",02,"Exports",11.95534,,
19871988,"1988",788,"Tunisia",01,"Imports",21.39458,,
19871988,"1988",792,"Turkiye",02,"Exports",14.44553,,
19871988,"1988",792,"Turkiye",01,"Imports",1.25443,,
19871988,"1988",795,"Turkmenistan",02,"Exports",,,"Not applicable"
19871988,"1988",795,"Turkmenistan",01,"Imports",,,"Not applicable"
19871988,"1988",798,"Tuvalu",01,"Imports",50,,
19871988,"1988",800,"Uganda",02,"Exports",-15.04702,,
19871988,"1988",800,"Uganda",01,"Imports",4.59906,,
19871988,"1988",804,"Ukraine",02,"Exports",,,"Not applicable"
19871988,"1988",804,"Ukraine",01,"Imports",,,"Not applicable"
19871988,"1988",810,"Union of Soviet Socialist Republics",02,"Exports",2.67608,,
19871988,"1988",810,"Union of Soviet Socialist Republics",01,"Imports",11.62827,,
19871988,"1988",784,"United Arab Emirates",02,"Exports",-2.74637,"Estimated",
19871988,"1988",784,"United Arab Emirates",01,"Imports",17.93523,,
19871988,"1988",826,"United Kingdom",02,"Exports",10.87253,,
19871988,"1988",826,"United Kingdom",01,"Imports",22.86851,,
19871988,"1988",834,"United Republic of Tanzania",02,"Exports",-4.80984,,
19871988,"1988",834,"United Republic of Tanzania",01,"Imports",-11.38942,,
19871988,"1988",840,"United States",02,"Exports",26.87882,,
19871988,"1988",840,"United States",01,"Imports",8.26966,,
19871988,"1988",858,"Uruguay",02,"Exports",18.10461,,
19871988,"1988",858,"Uruguay",01,"Imports",1.33987,,
19871988,"1988",860,"Uzbekistan",02,"Exports",,,"Not applicable"
19871988,"1988",860,"Uzbekistan",01,"Imports",,,"Not applicable"
19871988,"1988",548,"Vanuatu",02,"Exports",11.47365,,
19871988,"1988",548,"Vanuatu",01,"Imports",0,,
19871988,"1988",862,"Venezuela (Bolivarian Rep. of)",02,"Exports",-3.14834,,
19871988,"1988",862,"Venezuela (Bolivarian Rep. of)",01,"Imports",31.75277,,
19871988,"1988",704,"Viet Nam",02,"Exports",21.54567,,
19871988,"1988",704,"Viet Nam",01,"Imports",12.26069,,
19871988,"1988",887,"Yemen",02,"Exports",,,"Not applicable"
19871988,"1988",887,"Yemen",01,"Imports",,,"Not applicable"
19871988,"1988",886,"Yemen, Arab Republic",02,"Exports",839.98528,,
19871988,"1988",886,"Yemen, Arab Republic",01,"Imports",56.72144,,
19871988,"1988",720,"Yemen, Democratic",02,"Exports",15.9171,,
19871988,"1988",720,"Yemen, Democratic",01,"Imports",31.27549,"Estimated",
19871988,"1988",890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",10.66269,,
19871988,"1988",890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",4.26694,,
19871988,"1988",894,"Zambia",02,"Exports",35.02736,,
19871988,"1988",894,"Zambia",01,"Imports",14.02478,,
19871988,"1988",716,"Zimbabwe",02,"Exports",15.02413,,
19871988,"1988",716,"Zimbabwe",01,"Imports",8.25702,,
19871988,"1988",5600,"Asia and Oceania",02,"Exports",17.03615,,
19871988,"1988",5600,"Asia and Oceania",01,"Imports",24.32007,,
19871988,"1988",5702,"Northern America and Europe",02,"Exports",13.36769,,
19871988,"1988",5702,"Northern America and Europe",01,"Imports",11.77836,,
19871988,"1988",5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",13.58672,,
19871988,"1988",5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",11.91335,,
19871988,"1988",5703,"Central and Southern Asia",02,"Exports",4.42027,,
19871988,"1988",5703,"Central and Southern Asia",01,"Imports",9.51397,,
19871988,"1988",5704,"Eastern and South-Eastern Asia",02,"Exports",19.40361,,
19871988,"1988",5704,"Eastern and South-Eastern Asia",01,"Imports",29.17812,,
19871988,"1988",5705,"Western Asia and Northern Africa",02,"Exports",3.65236,,
19871988,"1988",5705,"Western Asia and Northern Africa",01,"Imports",16.08507,,
19871988,"1988",1400,"Developing economies",02,"Exports",14.1172,,
19871988,"1988",1400,"Developing economies",01,"Imports",22.12495,,
19871988,"1988",1410,"Developing economies: Africa",02,"Exports",2.75199,,
19871988,"1988",1410,"Developing economies: Africa",01,"Imports",19.06345,,
19871988,"1988",1420,"Developing economies: Americas",02,"Exports",15.10147,,
19871988,"1988",1420,"Developing economies: Americas",01,"Imports",12.89252,,
19871988,"1988",1460,"Developing economies: Asia and Oceania",02,"Exports",16.46464,,
19871988,"1988",1460,"Developing economies: Asia and Oceania",01,"Imports",25.67718,,
19871988,"1988",1430,"Developing economies: Asia",02,"Exports",16.38366,,
19871988,"1988",1430,"Developing economies: Asia",01,"Imports",25.87694,,
19871988,"1988",1450,"Developing economies: Oceania",02,"Exports",28.08756,,
19871988,"1988",1450,"Developing economies: Oceania",01,"Imports",8.76844,,
19871988,"1988",1500,"Developed economies",02,"Exports",14.05456,,
19871988,"1988",1500,"Developed economies",01,"Imports",13.03652,,
19871988,"1988",1520,"Developed economies: Americas",02,"Exports",24.74393,,
19871988,"1988",1520,"Developed economies: Americas",01,"Imports",10.67569,,
19871988,"1988",1560,"Developed economies: Asia and Oceania",02,"Exports",17.63664,,
19871988,"1988",1560,"Developed economies: Asia and Oceania",01,"Imports",22.50731,,
19871988,"1988",1530,"Developed economies: Asia",02,"Exports",16.83629,,
19871988,"1988",1530,"Developed economies: Asia",01,"Imports",23.17715,,
19871988,"1988",1550,"Developed economies: Oceania",02,"Exports",24.44309,,
19871988,"1988",1550,"Developed economies: Oceania",01,"Imports",18.70203,,
19871988,"1988",1540,"Developed economies: Europe",02,"Exports",10.33597,,
19871988,"1988",1540,"Developed economies: Europe",01,"Imports",12.21034,,
19871988,"1988",1600,"Developing economies excluding China",02,"Exports",13.59776,,
19871988,"1988",1600,"Developing economies excluding China",01,"Imports",21.58995,,
19871988,"1988",1601,"Developing economies excluding LDCs",02,"Exports",14.1426,,
19871988,"1988",1601,"Developing economies excluding LDCs",01,"Imports",22.72305,,
19871988,"1988",1610,"LDCs (Least developed countries)",02,"Exports",13.05046,,
19871988,"1988",1610,"LDCs (Least developed countries)",01,"Imports",8.59174,,
19871988,"1988",1614,"LDCs: Africa",02,"Exports",11.31627,,
19871988,"1988",1614,"LDCs: Africa",01,"Imports",6.48654,,
19871988,"1988",1612,"LDCs: Asia",02,"Exports",23.58023,,
19871988,"1988",1612,"LDCs: Asia",01,"Imports",14.82314,,
19871988,"1988",1615,"LDCs: Islands and Haiti",02,"Exports",-0.27921,,
19871988,"1988",1615,"LDCs: Islands and Haiti",01,"Imports",-5.41695,,
19871988,"1988",1620,"LLDCs (Landlocked developing countries)",02,"Exports",8.00885,,
19871988,"1988",1620,"LLDCs (Landlocked developing countries)",01,"Imports",7.75851,,
19871988,"1988",1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",24.90958,,
19871988,"1988",1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",20.03081,,
19871988,"1988",1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",15.80058,,
19871988,"1988",1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",21.64978,,
19871988,"1988",1642,"SIDS: Caribbean",02,"Exports",1.46084,,
19871988,"1988",1642,"SIDS: Caribbean",01,"Imports",0.27037,,
19871988,"1988",1643,"SIDS: Pacific",02,"Exports",36.3466,,
19871988,"1988",1643,"SIDS: Pacific",01,"Imports",31.99974,,
19871988,"1988",2623,"Low-income developing economies",02,"Exports",12.0453,,
19871988,"1988",2623,"Low-income developing economies",01,"Imports",10.01188,,
19871988,"1988",2622,"Middle-income developing economies",02,"Exports",7.34733,,
19871988,"1988",2622,"Middle-income developing economies",01,"Imports",18.00495,,
19871988,"1988",2621,"High-income developing economies",02,"Exports",16.40567,,
19871988,"1988",2621,"High-income developing economies",01,"Imports",24.78742,,
19871988,"1988",2711,"BRICS",02,"Exports",10.11507,,
19871988,"1988",2711,"BRICS",01,"Imports",15.21393,,
19871988,"1988",3412,"European Union (2020 …)",02,"Exports",11.15436,,
19871988,"1988",3412,"European Union (2020 …)",01,"Imports",11.00592,,
