Year,Series,Series Label,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total trade in goods and services,Percentage of total trade in goods and services Footnote,Percentage of total trade in goods and services Missing value
2005,3503,"Total trade in goods",192,"Cuba",02,"Exports",2605.392,,,26.9154,,
2005,3503,"Total trade in goods",192,"Cuba",01,"Imports",7433.176,,,87.98315,,
2005,3503,"Total trade in goods",531,"Curacao",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",531,"Curacao",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",196,"Cyprus",02,"Exports",1544.296,,,17.70639,,
2005,3503,"Total trade in goods",196,"Cyprus",01,"Imports",5784.963,,,62.81199,,
2005,3503,"Total trade in goods",203,"Czechia",02,"Exports",71636.08,,,84.48903,"Estimated",
2005,3503,"Total trade in goods",203,"Czechia",01,"Imports",70812.48,,,86.75648,,
2005,3503,"Total trade in goods",408,"Dem. People's Rep. of Korea",02,"Exports",1338,,,,,"Not publishable"
2005,3503,"Total trade in goods",408,"Dem. People's Rep. of Korea",01,"Imports",2718,,,,,"Not publishable"
2005,3503,"Total trade in goods",180,"Dem. Rep. of the Congo",02,"Exports",2402.8,,,87.50182,,
2005,3503,"Total trade in goods",180,"Dem. Rep. of the Congo",01,"Imports",2690.4,,,69.70671,,
2005,3503,"Total trade in goods",208,"Denmark",02,"Exports",81578.3,,,65.03429,,
2005,3503,"Total trade in goods",208,"Denmark",01,"Imports",72485.38,,,65.3607,,
2005,3503,"Total trade in goods",262,"Djibouti",02,"Exports",39.5,,,13.72165,,
2005,3503,"Total trade in goods",262,"Djibouti",01,"Imports",277.317,,,76.79663,,
2005,3503,"Total trade in goods",212,"Dominica",02,"Exports",42.909,,,24.77758,,
2005,3503,"Total trade in goods",212,"Dominica",01,"Imports",145.932,,,63.18112,,
2005,3503,"Total trade in goods",214,"Dominican Republic",02,"Exports",6144.7,,,49.85072,,
2005,3503,"Total trade in goods",214,"Dominican Republic",01,"Imports",7366.3,,,83.28679,,
2005,3503,"Total trade in goods",218,"Ecuador",02,"Exports",10461.691,,,91.13121,,
2005,3503,"Total trade in goods",218,"Ecuador",01,"Imports",9703.35,,,81.87583,,
2005,3503,"Total trade in goods",818,"Egypt",02,"Exports",16073.2,,,52.32877,,
2005,3503,"Total trade in goods",818,"Egypt",01,"Imports",23818.2,,,69.38761,,
2005,3503,"Total trade in goods",222,"El Salvador",02,"Exports",1863.8,,,55.77184,,
2005,3503,"Total trade in goods",222,"El Salvador",01,"Imports",5393.5,,,82.87212,,
2005,3503,"Total trade in goods",226,"Equatorial Guinea",02,"Exports",7063.936,,,99.48734,,
2005,3503,"Total trade in goods",226,"Equatorial Guinea",01,"Imports",1309.842,,,58.70507,,
2005,3503,"Total trade in goods",232,"Eritrea",02,"Exports",,,"Not publishable",,,"Not publishable"
2005,3503,"Total trade in goods",232,"Eritrea",01,"Imports",,,"Not publishable",,,"Not publishable"
2005,3503,"Total trade in goods",233,"Estonia",02,"Exports",5753.308,,,62.35943,,
2005,3503,"Total trade in goods",233,"Estonia",01,"Imports",7681.439,,,77.29207,,
2005,3503,"Total trade in goods",748,"Eswatini",02,"Exports",1585.173,,,88.63147,,
2005,3503,"Total trade in goods",748,"Eswatini",01,"Imports",1775.451,,,81.49534,,
2005,3503,"Total trade in goods",231,"Ethiopia",02,"Exports",917.35,,,47.54389,,
2005,3503,"Total trade in goods",231,"Ethiopia",01,"Imports",3700.858,,,75.60968,,
2005,3503,"Total trade in goods",238,"Falkland Islands (Malvinas)",02,"Exports",150,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",238,"Falkland Islands (Malvinas)",01,"Imports",60,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",234,"Faroe Islands",02,"Exports",603.271,,,81.99046,,
2005,3503,"Total trade in goods",234,"Faroe Islands",01,"Imports",678.904,,,74.71272,,
2005,3503,"Total trade in goods",242,"Fiji",02,"Exports",653.905,,,41.28166,,
2005,3503,"Total trade in goods",242,"Fiji",01,"Imports",1365.178,,,72.04384,,
2005,3503,"Total trade in goods",246,"Finland",02,"Exports",64032.76,,,83.93075,,
2005,3503,"Total trade in goods",246,"Finland",01,"Imports",55150.3,,,76.0841,,
2005,3503,"Total trade in goods",250,"France",02,"Exports",439384.1,,,73.71932,,
2005,3503,"Total trade in goods",250,"France",01,"Imports",458915.1,,,77.40053,,
2005,3503,"Total trade in goods",258,"French Polynesia",02,"Exports",211.764,,,16.47157,,
2005,3503,"Total trade in goods",258,"French Polynesia",01,"Imports",1592.936,,,68.81616,,
2005,3503,"Total trade in goods",266,"Gabon",02,"Exports",5463.858,,,97.40584,,
2005,3503,"Total trade in goods",266,"Gabon",01,"Imports",1358.85,,,56.78888,,
2005,3503,"Total trade in goods",270,"Gambia",02,"Exports",104.325,,,55.92782,,
2005,3503,"Total trade in goods",270,"Gambia",01,"Imports",222.608,,,82.60331,,
2005,3503,"Total trade in goods",268,"Georgia",02,"Exports",1379.157,,,65.14495,,
2005,3503,"Total trade in goods",268,"Georgia",01,"Imports",2631.4,,,80.54016,,
2005,3503,"Total trade in goods",276,"Germany",02,"Exports",919489.4,,,84.70012,"Estimated",
2005,3503,"Total trade in goods",276,"Germany",01,"Imports",724909.2,,,77.59152,,
2005,3503,"Total trade in goods",288,"Ghana",02,"Exports",2802.2,,,71.69154,,
2005,3503,"Total trade in goods",288,"Ghana",01,"Imports",5347.3,,,80.77017,,
2005,3503,"Total trade in goods",292,"Gibraltar",02,"Exports",200,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",292,"Gibraltar",01,"Imports",502.365,,,,,"Not publishable"
2005,3503,"Total trade in goods",300,"Greece",02,"Exports",18842.45,,,35.7534,,
2005,3503,"Total trade in goods",300,"Greece",01,"Imports",55336.72,,,77.33077,,
2005,3503,"Total trade in goods",304,"Greenland",02,"Exports",402.4,,,,,"Not publishable"
2005,3503,"Total trade in goods",304,"Greenland",01,"Imports",592.5,,,,,"Not publishable"
2005,3503,"Total trade in goods",308,"Grenada",02,"Exports",32.865,,,16.93083,,
2005,3503,"Total trade in goods",308,"Grenada",01,"Imports",299.963,,,71.03448,,
2005,3503,"Total trade in goods",316,"Guam",02,"Exports",51.871,,,,,"Not publishable"
2005,3503,"Total trade in goods",316,"Guam",01,"Imports",900,,,,,"Not publishable"
2005,3503,"Total trade in goods",320,"Guatemala",02,"Exports",5459.5,,,80.67472,,
2005,3503,"Total trade in goods",320,"Guatemala",01,"Imports",9650.1,,,86.94019,,
2005,3503,"Total trade in goods",324,"Guinea",02,"Exports",846.5,,,91.08125,,
2005,3503,"Total trade in goods",324,"Guinea",01,"Imports",752.9,,,72.32747,,
2005,3503,"Total trade in goods",624,"Guinea-Bissau",02,"Exports",89.619,,,94.54768,,
2005,3503,"Total trade in goods",624,"Guinea-Bissau",01,"Imports",105.928,,,71.73631,,
2005,3503,"Total trade in goods",328,"Guyana",02,"Exports",545.631,,,78.67821,,
2005,3503,"Total trade in goods",328,"Guyana",01,"Imports",717.08,,,78.11576,,
2005,3503,"Total trade in goods",332,"Haiti",02,"Exports",459.62,,,75.9602,,
2005,3503,"Total trade in goods",332,"Haiti",01,"Imports",1308.51,,,70.62033,,
2005,3503,"Total trade in goods",340,"Honduras",02,"Exports",1834.832,,,50.84502,,
2005,3503,"Total trade in goods",340,"Honduras",01,"Imports",4468.27,,,82.78086,,
2005,3503,"Total trade in goods",348,"Hungary",02,"Exports",60192.76,,,82.09924,,
2005,3503,"Total trade in goods",348,"Hungary",01,"Imports",62739.09,,,84.21214,,
2005,3503,"Total trade in goods",352,"Iceland",02,"Exports",2895.992,,,56.58952,,
2005,3503,"Total trade in goods",352,"Iceland",01,"Imports",4685.108,,,65.99141,,
2005,3503,"Total trade in goods",356,"India",02,"Exports",102408.2,,,66.24626,,
2005,3503,"Total trade in goods",356,"India",01,"Imports",134722.9,,,68.96188,"Estimated",
2005,3503,"Total trade in goods",360,"Indonesia",02,"Exports",81445.97,,,86.23807,,
2005,3503,"Total trade in goods",360,"Indonesia",01,"Imports",64071.49,,,74.27004,,
2005,3503,"Total trade in goods",364,"Iran (Islamic Republic of)",02,"Exports",64525,,,92.80968,,
2005,3503,"Total trade in goods",364,"Iran (Islamic Republic of)",01,"Imports",43381,,,80.00627,"Estimated",
2005,3503,"Total trade in goods",368,"Iraq",02,"Exports",23697.4,,,98.52324,,
2005,3503,"Total trade in goods",368,"Iraq",01,"Imports",20002.2,,,76.64647,,
2005,3503,"Total trade in goods",372,"Ireland",02,"Exports",111754,,,66.3984,,
2005,3503,"Total trade in goods",372,"Ireland",01,"Imports",71753.8,,,49.40983,,
2005,3503,"Total trade in goods",376,"Israel",02,"Exports",40725.5,,,70.12691,,
2005,3503,"Total trade in goods",376,"Israel",01,"Imports",43887.1,,,75.37618,,
2005,3503,"Total trade in goods",380,"Italy",02,"Exports",364550,,,79.84609,,
2005,3503,"Total trade in goods",380,"Italy",01,"Imports",365001.1,,,79.39079,"Estimated",
2005,3503,"Total trade in goods",388,"Jamaica",02,"Exports",1664.32,,,41.67061,,
2005,3503,"Total trade in goods",388,"Jamaica",01,"Imports",4245.512,,,71.14339,,
2005,3503,"Total trade in goods",392,"Japan",02,"Exports",572119.8,,,84.86551,,
2005,3503,"Total trade in goods",392,"Japan",01,"Imports",465238.2,,,76.992,,
2005,3503,"Total trade in goods",400,"Jordan",02,"Exports",4297.602,,,64.04761,,
2005,3503,"Total trade in goods",400,"Jordan",01,"Imports",9248.586,,,78.44023,,
2005,3503,"Total trade in goods",398,"Kazakhstan",02,"Exports",29492.179,,,93.39027,,
2005,3503,"Total trade in goods",398,"Kazakhstan",01,"Imports",17928.9,,,70.44699,,
2005,3503,"Total trade in goods",404,"Kenya",02,"Exports",3451.862,,,64.70666,,
2005,3503,"Total trade in goods",404,"Kenya",01,"Imports",5586.54,,,82.90111,,
2005,3503,"Total trade in goods",296,"Kiribati",02,"Exports",5.3,,,31.71346,,
2005,3503,"Total trade in goods",296,"Kiribati",01,"Imports",78.9,,,63.95448,,
2005,3503,"Total trade in goods",412,"Kosovo",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",412,"Kosovo",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",414,"Kuwait",02,"Exports",45302.74,,,90.46544,,
2005,3503,"Total trade in goods",414,"Kuwait",01,"Imports",15053.425,,,63.33443,,
2005,3503,"Total trade in goods",417,"Kyrgyzstan",02,"Exports",456.13,,,63.74574,,
2005,3503,"Total trade in goods",417,"Kyrgyzstan",01,"Imports",1105.543,,,79.20492,,
2005,3503,"Total trade in goods",418,"Lao People's Dem. Rep.",02,"Exports",553.079,,,73.03166,,
2005,3503,"Total trade in goods",418,"Lao People's Dem. Rep.",01,"Imports",881.972,,,95.76873,,
2005,3503,"Total trade in goods",428,"Latvia",02,"Exports",4818.801,,,66.14211,,
2005,3503,"Total trade in goods",428,"Latvia",01,"Imports",8145.416,,,83.56333,,
2005,3503,"Total trade in goods",422,"Lebanon",02,"Exports",2240.526,,,17.09721,,
2005,3503,"Total trade in goods",422,"Lebanon",01,"Imports",8624.913,,,52.2244,,
2005,3503,"Total trade in goods",426,"Lesotho",02,"Exports",634.296,,,94.62218,,
2005,3503,"Total trade in goods",426,"Lesotho",01,"Imports",1289.423,,,77.86376,,
2005,3503,"Total trade in goods",430,"Liberia",02,"Exports",132.263,,,38.28137,,
2005,3503,"Total trade in goods",430,"Liberia",01,"Imports",306.38,,,26.36969,,
2005,3503,"Total trade in goods",434,"Libya",02,"Exports",28849,,,98.18262,,
2005,3503,"Total trade in goods",434,"Libya",01,"Imports",11174,,,82.62959,,
2005,3503,"Total trade in goods",440,"Lithuania",02,"Exports",11267.22,,,78.31901,,
2005,3503,"Total trade in goods",440,"Lithuania",01,"Imports",14201.36,,,87.26153,,
2005,3503,"Total trade in goods",442,"Luxembourg",02,"Exports",14384.44,,,26.29148,,
2005,3503,"Total trade in goods",442,"Luxembourg",01,"Imports",18659.75,,,41.60999,,
2005,3503,"Total trade in goods",450,"Madagascar",02,"Exports",830.776,,,62.69704,,
2005,3503,"Total trade in goods",450,"Madagascar",01,"Imports",1449.113,,,67.38167,,
2005,3503,"Total trade in goods",454,"Malawi",02,"Exports",541.368,,,88.94016,,
2005,3503,"Total trade in goods",454,"Malawi",01,"Imports",1149.965,,,87.82831,,
2005,3503,"Total trade in goods",458,"Malaysia",02,"Exports",141342.937,,,87.74016,,
2005,3503,"Total trade in goods",458,"Malaysia",01,"Imports",107460.579,,,83.03482,,
2005,3503,"Total trade in goods",462,"Maldives",02,"Exports",161.637,,,33.36054,,
2005,3503,"Total trade in goods",462,"Maldives",01,"Imports",655.481,,,75.46825,,
2005,3503,"Total trade in goods",466,"Mali",02,"Exports",1101.3,,,80.05263,,
2005,3503,"Total trade in goods",466,"Mali",01,"Imports",1244,,,67.82304,,
2005,3503,"Total trade in goods",470,"Malta",02,"Exports",2467.361,,,37.27358,,
2005,3503,"Total trade in goods",470,"Malta",01,"Imports",3669.432,,,52.92949,,
2005,3503,"Total trade in goods",584,"Marshall Islands",02,"Exports",23.464,,,64.90164,,
2005,3503,"Total trade in goods",584,"Marshall Islands",01,"Imports",85.129,,,66.13576,,
2005,3503,"Total trade in goods",478,"Mauritania",02,"Exports",625.14,,,88.70883,,
2005,3503,"Total trade in goods",478,"Mauritania",01,"Imports",1428.319,,,79.041,,
2005,3503,"Total trade in goods",480,"Mauritius",02,"Exports",2138.354,,,56.9248,,
2005,3503,"Total trade in goods",480,"Mauritius",01,"Imports",2935.201,,,71.0195,,
2005,3503,"Total trade in goods",484,"Mexico",02,"Exports",214318.667,,,91.68165,,
2005,3503,"Total trade in goods",484,"Mexico",01,"Imports",222171.92,,,89.39616,,
2005,3503,"Total trade in goods",583,"Micronesia (Federated States of)",02,"Exports",18.5,,,48.9418,,
2005,3503,"Total trade in goods",583,"Micronesia (Federated States of)",01,"Imports",130.214,,,68.34878,,
2005,3503,"Total trade in goods",496,"Mongolia",02,"Exports",734.69,,,63.93434,,
2005,3503,"Total trade in goods",496,"Mongolia",01,"Imports",1165.602,,,74.41098,,
2005,3503,"Total trade in goods",499,"Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",499,"Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",500,"Montserrat",02,"Exports",1.875,,,10.58124,,
2005,3503,"Total trade in goods",500,"Montserrat",01,"Imports",26.19,,,47.91331,,
2005,3503,"Total trade in goods",504,"Morocco",02,"Exports",7328.056,,,44.16592,,
2005,3503,"Total trade in goods",504,"Morocco",01,"Imports",16697.907,,,81.28161,,
2005,3503,"Total trade in goods",508,"Mozambique",02,"Exports",1745.256,,,83.61609,,
2005,3503,"Total trade in goods",508,"Mozambique",01,"Imports",2242.327,,,77.56501,,
2005,3503,"Total trade in goods",104,"Myanmar",02,"Exports",3502.32,,,92.57822,,
2005,3503,"Total trade in goods",104,"Myanmar",01,"Imports",1518.35,,,75.33584,,
2005,3503,"Total trade in goods",516,"Namibia",02,"Exports",2063.227,,,83.38851,,
2005,3503,"Total trade in goods",516,"Namibia",01,"Imports",2321.405,,,86.3368,,
2005,3503,"Total trade in goods",520,"Nauru",02,"Exports",3,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",520,"Nauru",01,"Imports",25,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",524,"Nepal",02,"Exports",902.881,,,70.36013,,
2005,3503,"Total trade in goods",524,"Nepal",01,"Imports",2276.461,,,83.96532,,
2005,3503,"Total trade in goods",528,"Netherlands (Kingdom of the)",02,"Exports",360507.1,,,,,"Not publishable"
2005,3503,"Total trade in goods",528,"Netherlands (Kingdom of the)",01,"Imports",293659.3,,,,,"Not publishable"
2005,3503,"Total trade in goods",530,"Netherlands Antilles",02,"Exports",553.927,,,22.40285,"Estimated",
2005,3503,"Total trade in goods",530,"Netherlands Antilles",01,"Imports",1940.708,,,72.55768,"Estimated",
2005,3503,"Total trade in goods",540,"New Caledonia",02,"Exports",1089.324,,,74.56715,,
2005,3503,"Total trade in goods",540,"New Caledonia",01,"Imports",1638.895,,,66.26679,,
2005,3503,"Total trade in goods",554,"New Zealand",02,"Exports",22006.78,,,68.45953,,
2005,3503,"Total trade in goods",554,"New Zealand",01,"Imports",25046.45,,,74.88724,,
2005,3503,"Total trade in goods",558,"Nicaragua",02,"Exports",838.03,,,61.22683,,
2005,3503,"Total trade in goods",558,"Nicaragua",01,"Imports",2404.6,,,84.28912,,
2005,3503,"Total trade in goods",562,"Niger",02,"Exports",412.803,,,82.49808,,
2005,3503,"Total trade in goods",562,"Niger",01,"Imports",768.817,,,73.27614,,
2005,3503,"Total trade in goods",566,"Nigeria",02,"Exports",55201.46,,,96.85478,,
2005,3503,"Total trade in goods",566,"Nigeria",01,"Imports",26003.095,,,79.69913,,
2005,3503,"Total trade in goods",570,"Niue",02,"Exports",0.199,,,,,"Not publishable"
2005,3503,"Total trade in goods",570,"Niue",01,"Imports",10,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",807,"North Macedonia",02,"Exports",1389.233,,,66.92193,,
2005,3503,"Total trade in goods",807,"North Macedonia",01,"Imports",2642.109,,,82.8951,,
2005,3503,"Total trade in goods",580,"Northern Mariana Islands",02,"Exports",691,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",580,"Northern Mariana Islands",01,"Imports",605.5,,,,,"Not publishable"
2005,3503,"Total trade in goods",578,"Norway",02,"Exports",103510.2,,,77.62621,,
2005,3503,"Total trade in goods",578,"Norway",01,"Imports",54847.03,,,65.31319,,
2005,3503,"Total trade in goods",512,"Oman",02,"Exports",18691.808,,,95.21727,,
2005,3503,"Total trade in goods",512,"Oman",01,"Imports",8028.609,,,71.85017,,
2005,3503,"Total trade in goods",586,"Pakistan",02,"Exports",15432,,,80.81274,,
2005,3503,"Total trade in goods",586,"Pakistan",01,"Imports",21683.2,,,74.06679,,
2005,3503,"Total trade in goods",585,"Palau",02,"Exports",10.982,,,15.10227,,
2005,3503,"Total trade in goods",585,"Palau",01,"Imports",108.083,,,74.59835,,
2005,3503,"Total trade in goods",591,"Panama",02,"Exports",7372.6,,,69.51021,,
2005,3503,"Total trade in goods",591,"Panama",01,"Imports",8932.1,,,83.12487,,
2005,3503,"Total trade in goods",598,"Papua New Guinea",02,"Exports",3279.55,,,91.54433,,
2005,3503,"Total trade in goods",598,"Papua New Guinea",01,"Imports",1525.5,,,56.64886,,
2005,3503,"Total trade in goods",600,"Paraguay",02,"Exports",4827.686,,,94.49263,,
2005,3503,"Total trade in goods",600,"Paraguay",01,"Imports",3682.066,,,91.45323,,
2005,3503,"Total trade in goods",604,"Peru",02,"Exports",14270.211,,,86.16494,"Estimated",
2005,3503,"Total trade in goods",604,"Peru",01,"Imports",11782.14,,,78.91831,,
2005,3503,"Total trade in goods",608,"Philippines",02,"Exports",25082.103,,,74.44313,,
2005,3503,"Total trade in goods",608,"Philippines",01,"Imports",37244.595,,,85.21247,,
2005,3503,"Total trade in goods",616,"Poland",02,"Exports",87844.23,,,82.87736,,
2005,3503,"Total trade in goods",616,"Poland",01,"Imports",94913.43,,,86.39538,,
2005,3503,"Total trade in goods",620,"Portugal",02,"Exports",38619.5,,,71.89524,,
2005,3503,"Total trade in goods",620,"Portugal",01,"Imports",61082.29,,,86.56121,,
2005,3503,"Total trade in goods",634,"Qatar",02,"Exports",25761.813,,,88.88756,,
2005,3503,"Total trade in goods",634,"Qatar",01,"Imports",9063.736,,,68.62288,,
2005,3503,"Total trade in goods",410,"Republic of Korea",02,"Exports",283798.1,,,84.88415,,
2005,3503,"Total trade in goods",410,"Republic of Korea",01,"Imports",252012.1,,,80.89393,,
2005,3503,"Total trade in goods",498,"Republic of Moldova",02,"Exports",886.1,,,66.51304,,
2005,3503,"Total trade in goods",498,"Republic of Moldova",01,"Imports",2118.39,,,83.26841,,
2005,3503,"Total trade in goods",642,"Romania",02,"Exports",14451.858,,,59.91668,,
2005,3503,"Total trade in goods",642,"Romania",01,"Imports",28695.134,,,83.92053,,
2005,3503,"Total trade in goods",643,"Russian Federation",02,"Exports",238600.19,,,89.21448,,
2005,3503,"Total trade in goods",643,"Russian Federation",01,"Imports",123839.02,,,75.36917,,
2005,3503,"Total trade in goods",646,"Rwanda",02,"Exports",,,"Not publishable",,,"Not publishable"
2005,3503,"Total trade in goods",646,"Rwanda",01,"Imports",,,"Not publishable",,,"Not publishable"
2005,3503,"Total trade in goods",654,"Saint Helena",02,"Exports",20.1,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",654,"Saint Helena",01,"Imports",55.77,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",659,"Saint Kitts and Nevis",02,"Exports",33.382,,,9.73489,,
2005,3503,"Total trade in goods",659,"Saint Kitts and Nevis",01,"Imports",173.219,,,55.6002,,
2005,3503,"Total trade in goods",662,"Saint Lucia",02,"Exports",88.766,,,15.88467,,
2005,3503,"Total trade in goods",662,"Saint Lucia",01,"Imports",418.122,,,64.5848,,
2005,3503,"Total trade in goods",666,"Saint Pierre and Miquelon",02,"Exports",6.793,,,,,"Not publishable"
2005,3503,"Total trade in goods",666,"Saint Pierre and Miquelon",01,"Imports",84.818,,,,,"Not publishable"
2005,3503,"Total trade in goods",670,"Saint Vincent and the Grenadines",02,"Exports",42.568,,,18.83193,,
2005,3503,"Total trade in goods",670,"Saint Vincent and the Grenadines",01,"Imports",212.391,,,69.68505,,
2005,3503,"Total trade in goods",882,"Samoa",02,"Exports",11.997,,,8.46711,,
2005,3503,"Total trade in goods",882,"Samoa",01,"Imports",187.164,,,73.10327,,
2005,3503,"Total trade in goods",678,"Sao Tome and Principe",02,"Exports",6.791,,,42.59212,,
2005,3503,"Total trade in goods",678,"Sao Tome and Principe",01,"Imports",41.6,,,78.99148,,
2005,3503,"Total trade in goods",682,"Saudi Arabia",02,"Exports",180394.933,,,94.05563,,
2005,3503,"Total trade in goods",682,"Saudi Arabia",01,"Imports",53762.24,,,61.89741,,
2005,3503,"Total trade in goods",686,"Senegal",02,"Exports",1578.6,,,67.44211,,
2005,3503,"Total trade in goods",686,"Senegal",01,"Imports",2885.587,,,78.06672,,
2005,3503,"Total trade in goods",688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",891,"Serbia and Montenegro",02,"Exports",5065,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",891,"Serbia and Montenegro",01,"Imports",11635,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",690,"Seychelles",02,"Exports",350.102,,,48.64757,,
2005,3503,"Total trade in goods",690,"Seychelles",01,"Imports",644.554,,,72.83968,,
2005,3503,"Total trade in goods",694,"Sierra Leone",02,"Exports",183.631,,,70.14648,,
2005,3503,"Total trade in goods",694,"Sierra Leone",01,"Imports",361.667,,,79.83205,,
2005,3503,"Total trade in goods",702,"Singapore",02,"Exports",242167,,,84.15239,,
2005,3503,"Total trade in goods",702,"Singapore",01,"Imports",194520,,,77.94151,,
2005,3503,"Total trade in goods",534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",703,"Slovakia",02,"Exports",30276.49,,,82.55244,,
2005,3503,"Total trade in goods",703,"Slovakia",01,"Imports",33008.38,,,85.53216,,
2005,3503,"Total trade in goods",705,"Slovenia",02,"Exports",17526.64,,,81.06859,,
2005,3503,"Total trade in goods",705,"Slovenia",01,"Imports",18859.73,,,86.55919,,
2005,3503,"Total trade in goods",090,"Solomon Islands",02,"Exports",104.758,,,71.66287,,
2005,3503,"Total trade in goods",090,"Solomon Islands",01,"Imports",185.089,,,76.14547,,
2005,3503,"Total trade in goods",706,"Somalia",02,"Exports",214.711,,,,,"Not publishable"
2005,3503,"Total trade in goods",706,"Somalia",01,"Imports",361.152,,,,,"Not publishable"
2005,3503,"Total trade in goods",710,"South Africa",02,"Exports",56352.02,,,82.65096,,
2005,3503,"Total trade in goods",710,"South Africa",01,"Imports",56666.68,,,82.3432,,
2005,3503,"Total trade in goods",728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",724,"Spain",02,"Exports",194885.9,,,67.72923,,
2005,3503,"Total trade in goods",724,"Spain",01,"Imports",283423.4,,,82.57952,,
2005,3503,"Total trade in goods",144,"Sri Lanka",02,"Exports",6346.727,,,80.4722,,
2005,3503,"Total trade in goods",144,"Sri Lanka",01,"Imports",7976.866,,,73.42981,"Estimated",
2005,3503,"Total trade in goods",275,"State of Palestine",02,"Exports",490.569,,,68.53799,,
2005,3503,"Total trade in goods",275,"State of Palestine",01,"Imports",3091.877,,,87.11392,,
2005,3503,"Total trade in goods",729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
2005,3503,"Total trade in goods",736,"Sudan (...2011)",02,"Exports",4824.28,,,97.04255,,
2005,3503,"Total trade in goods",736,"Sudan (...2011)",01,"Imports",5945.993,,,79.82278,,
2005,3503,"Total trade in goods",740,"Suriname",02,"Exports",1211.5,,,85.58209,,
2005,3503,"Total trade in goods",740,"Suriname",01,"Imports",1189.1,,,77.01425,,
2005,3503,"Total trade in goods",752,"Sweden",02,"Exports",135805.4,,,78.08547,,
2005,3503,"Total trade in goods",752,"Sweden",01,"Imports",110037.2,,,73.73598,,
2005,3503,"Total trade in goods",756,"Switzerland",02,"Exports",154668.9,,,68.9218,"Estimated",
2005,3503,"Total trade in goods",756,"Switzerland",01,"Imports",142851.8,,,70.59327,,
2005,3503,"Total trade in goods",760,"Syrian Arab Republic",02,"Exports",8602,,,74.72203,,
2005,3503,"Total trade in goods",760,"Syrian Arab Republic",01,"Imports",8742,,,78.74966,,
2005,3503,"Total trade in goods",762,"Tajikistan",02,"Exports",345.684,,,70.25724,,
2005,3503,"Total trade in goods",762,"Tajikistan",01,"Imports",1134.008,,,81.82166,,
2005,3503,"Total trade in goods",764,"Thailand",02,"Exports",109110.14,,,84.55819,,
2005,3503,"Total trade in goods",764,"Thailand",01,"Imports",104186.92,,,79.54103,,
2005,3503,"Total trade in goods",626,"Timor-Leste",02,"Exports",8.086,,,,,"Not publishable"
2005,3503,"Total trade in goods",626,"Timor-Leste",01,"Imports",109.109,,,,,"Not publishable"
2005,3503,"Total trade in goods",768,"Togo",02,"Exports",634.342,,,78.18582,,
2005,3503,"Total trade in goods",768,"Togo",01,"Imports",917.789,,,78.53795,,
2005,3503,"Total trade in goods",772,"Tokelau",02,"Exports",0.225,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",772,"Tokelau",01,"Imports",0.44,"Estimated",,,,"Not publishable"
2005,3503,"Total trade in goods",776,"Tonga",02,"Exports",21.001,,,45.80415,,
2005,3503,"Total trade in goods",776,"Tonga",01,"Imports",109.643,,,72.86457,,
2005,3503,"Total trade in goods",780,"Trinidad and Tobago",02,"Exports",9981.747,,,91.75541,,
2005,3503,"Total trade in goods",780,"Trinidad and Tobago",01,"Imports",5709.8,,,91.29253,,
2005,3503,"Total trade in goods",788,"Tunisia",02,"Exports",10631.452,,,73.2786,,
