Year,Economy,Economy Label,Flow,Flow Label,Product concentration index,Product concentration index Footnote,Product concentration index Missing value
2013,246,"Finland",02,"Exports",0.16852,,
2013,246,"Finland",01,"Imports",0.11085,,
2013,251,"France",02,"Exports",0.15437,,
2013,251,"France",01,"Imports",0.09977,,
2013,258,"French Polynesia",02,"Exports",0.67898,,
2013,258,"French Polynesia",01,"Imports",0.11885,,
2013,270,"Gambia",02,"Exports",0.2545,,
2013,270,"Gambia",01,"Imports",0.31969,,
2013,268,"Georgia",02,"Exports",0.26039,,
2013,268,"Georgia",01,"Imports",0.14009,,
2013,276,"Germany",02,"Exports",0.17254,,
2013,276,"Germany",01,"Imports",0.09873,,
2013,288,"Ghana",02,"Exports",0.4467,,
2013,288,"Ghana",01,"Imports",0.15191,,
2013,300,"Greece",02,"Exports",0.14222,,
2013,300,"Greece",01,"Imports",0.15619,,
2013,304,"Greenland",02,"Exports",0.40474,,
2013,304,"Greenland",01,"Imports",0.0977,,
2013,308,"Grenada",02,"Exports",0.25467,,
2013,308,"Grenada",01,"Imports",0.39216,,
2013,320,"Guatemala",02,"Exports",0.20369,,
2013,320,"Guatemala",01,"Imports",0.11288,,
2013,324,"Guinea",02,"Exports",0.40632,,
2013,324,"Guinea",01,"Imports",0.26244,,
2013,328,"Guyana",02,"Exports",0.33933,,
2013,328,"Guyana",01,"Imports",0.1073,,
2013,348,"Hungary",02,"Exports",0.18114,,
2013,348,"Hungary",01,"Imports",0.15468,,
2013,352,"Iceland",02,"Exports",0.16137,,
2013,352,"Iceland",01,"Imports",0.12376,,
2013,356,"India",02,"Exports",0.13975,,
2013,356,"India",01,"Imports",0.17523,,
2013,360,"Indonesia",02,"Exports",0.21218,,
2013,360,"Indonesia",01,"Imports",0.13791,,
2013,364,"Iran (Islamic Republic of)",02,"Exports",0.15893,,
2013,364,"Iran (Islamic Republic of)",01,"Imports",0.20998,,
2013,368,"Iraq",02,"Exports",0.41288,,
2013,372,"Ireland",02,"Exports",0.39714,,
2013,372,"Ireland",01,"Imports",0.15137,,
2013,376,"Israel",02,"Exports",0.41239,,
2013,376,"Israel",01,"Imports",0.13129,,
2013,380,"Italy",02,"Exports",0.12773,,
2013,380,"Italy",01,"Imports",0.11255,,
2013,388,"Jamaica",02,"Exports",0.24928,,
2013,388,"Jamaica",01,"Imports",0.12853,,
2013,392,"Japan",02,"Exports",0.10703,,
2013,392,"Japan",01,"Imports",0.09513,,
2013,400,"Jordan",02,"Exports",0.23265,,
2013,400,"Jordan",01,"Imports",0.10345,,
2013,398,"Kazakhstan",02,"Exports",0.3824,,
2013,398,"Kazakhstan",01,"Imports",0.1172,,
2013,404,"Kenya",02,"Exports",0.33674,,
2013,404,"Kenya",01,"Imports",0.21317,,
2013,296,"Kiribati",02,"Exports",0.55295,,
2013,296,"Kiribati",01,"Imports",0.23165,,
2013,410,"Korea, Republic of",02,"Exports",0.10413,,
2013,410,"Korea, Republic of",01,"Imports",0.0809,,
2013,414,"Kuwait",02,"Exports",0.127,,
2013,414,"Kuwait",01,"Imports",0.08681,,
2013,417,"Kyrgyzstan",02,"Exports",0.23705,,
2013,417,"Kyrgyzstan",01,"Imports",0.12818,,
2013,418,"Lao People's Dem. Rep.",02,"Exports",0.15383,,
2013,418,"Lao People's Dem. Rep.",01,"Imports",0.13008,,
2013,428,"Latvia",02,"Exports",0.11573,,
2013,428,"Latvia",01,"Imports",0.09715,,
2013,422,"Lebanon",02,"Exports",0.09788,,
2013,422,"Lebanon",01,"Imports",0.14698,,
2013,440,"Lithuania",02,"Exports",0.09282,,
2013,440,"Lithuania",01,"Imports",0.0913,,
2013,442,"Luxembourg",02,"Exports",0.19413,,
2013,442,"Luxembourg",01,"Imports",0.10488,,
2013,450,"Madagascar",02,"Exports",0.17064,,
2013,450,"Madagascar",01,"Imports",0.19992,,
2013,454,"Malawi",02,"Exports",0.43413,,
2013,454,"Malawi",01,"Imports",0.25588,,
2013,458,"Malaysia",02,"Exports",0.26587,,
2013,458,"Malaysia",01,"Imports",0.08647,,
2013,462,"Maldives",02,"Exports",0.3466,,
2013,462,"Maldives",01,"Imports",0.07165,,
2013,470,"Malta",02,"Exports",0.51559,,
2013,470,"Malta",01,"Imports",0.1061,,
2013,478,"Mauritania",02,"Exports",0.40194,,
2013,478,"Mauritania",01,"Imports",0.21571,,
2013,480,"Mauritius",02,"Exports",0.25219,,
2013,480,"Mauritius",01,"Imports",0.11395,,
2013,484,"Mexico",02,"Exports",0.1032,,
2013,484,"Mexico",01,"Imports",0.0863,,
2013,583,"Micronesia (Federated States of)",02,"Exports",0.20898,,
2013,583,"Micronesia (Federated States of)",01,"Imports",0.16696,,
2013,498,"Moldova, Republic of",02,"Exports",0.15887,,
2013,498,"Moldova, Republic of",01,"Imports",0.12785,,
2013,496,"Mongolia",02,"Exports",0.52395,,
2013,496,"Mongolia",01,"Imports",0.11223,,
2013,499,"Montenegro",02,"Exports",0.19825,,
2013,499,"Montenegro",01,"Imports",0.08528,,
2013,500,"Montserrat",02,"Exports",0.38673,,
2013,500,"Montserrat",01,"Imports",0.10929,,
2013,504,"Morocco",02,"Exports",0.11779,,
2013,504,"Morocco",01,"Imports",0.12137,,
2013,508,"Mozambique",02,"Exports",0.32006,,
2013,508,"Mozambique",01,"Imports",0.19745,,
2013,104,"Myanmar",02,"Exports",0.18281,,
2013,104,"Myanmar",01,"Imports",0.21878,,
2013,516,"Namibia",02,"Exports",0.22199,,
2013,516,"Namibia",01,"Imports",0.08756,,
2013,524,"Nepal",02,"Exports",0.18213,,
2013,524,"Nepal",01,"Imports",0.19576,,
2013,528,"Netherlands (Kingdom of the)",02,"Exports",0.09296,,
2013,528,"Netherlands (Kingdom of the)",01,"Imports",0.09448,,
2013,540,"New Caledonia",02,"Exports",0.16584,,
2013,540,"New Caledonia",01,"Imports",0.10291,,
2013,554,"New Zealand",02,"Exports",0.20699,,
2013,554,"New Zealand",01,"Imports",0.08448,,
2013,558,"Nicaragua",02,"Exports",0.19427,,
2013,558,"Nicaragua",01,"Imports",0.17153,,
2013,562,"Niger",02,"Exports",0.23735,,
2013,562,"Niger",01,"Imports",0.28423,,
2013,566,"Nigeria",02,"Exports",0.32936,,
2013,566,"Nigeria",01,"Imports",0.1746,,
2013,807,"North Macedonia",02,"Exports",0.15082,,
2013,807,"North Macedonia",01,"Imports",0.07303,,
2013,579,"Norway",02,"Exports",0.34521,,
2013,579,"Norway",01,"Imports",0.0851,,
2013,512,"Oman",02,"Exports",0.21898,,
2013,512,"Oman",01,"Imports",0.10821,,
2013,586,"Pakistan",02,"Exports",0.13463,,
2013,586,"Pakistan",01,"Imports",0.24568,,
2013,585,"Palau",01,"Imports",0.0972,,
2013,591,"Panama",02,"Exports",0.23917,,
2013,591,"Panama",01,"Imports",0.17488,,
2013,600,"Paraguay",02,"Exports",0.40151,,
2013,600,"Paraguay",01,"Imports",0.11678,,
2013,604,"Peru",02,"Exports",0.18243,,
2013,604,"Peru",01,"Imports",0.1283,,
2013,608,"Philippines",02,"Exports",0.20894,,
2013,608,"Philippines",01,"Imports",0.13278,,
2013,616,"Poland",02,"Exports",0.07697,,
2013,616,"Poland",01,"Imports",0.08864,,
2013,620,"Portugal",02,"Exports",0.09803,,
2013,620,"Portugal",01,"Imports",0.09074,,
2013,634,"Qatar",02,"Exports",0.45137,,
2013,634,"Qatar",01,"Imports",0.07356,,
2013,642,"Romania",02,"Exports",0.13655,,
2013,642,"Romania",01,"Imports",0.157,,
2013,643,"Russian Federation",02,"Exports",0.14939,,
2013,643,"Russian Federation",01,"Imports",0.11506,,
2013,646,"Rwanda",02,"Exports",0.2717,,
2013,646,"Rwanda",01,"Imports",0.17853,,
2013,659,"Saint Kitts and Nevis",02,"Exports",0.44485,,
2013,659,"Saint Kitts and Nevis",01,"Imports",0.08797,,
2013,662,"Saint Lucia",02,"Exports",0.38017,,
2013,662,"Saint Lucia",01,"Imports",0.08846,,
2013,670,"Saint Vincent and the Grenadines",02,"Exports",0.36069,,
2013,670,"Saint Vincent and the Grenadines",01,"Imports",0.11381,,
2013,882,"Samoa",02,"Exports",0.37032,,
2013,882,"Samoa",01,"Imports",0.1308,,
2013,678,"Sao Tome and Principe",02,"Exports",0.89854,,
2013,678,"Sao Tome and Principe",01,"Imports",0.14032,,
2013,682,"Saudi Arabia",02,"Exports",0.11313,,
2013,682,"Saudi Arabia",01,"Imports",0.11967,,
2013,686,"Senegal",02,"Exports",0.16522,,
2013,686,"Senegal",01,"Imports",0.25187,,
2013,688,"Serbia",02,"Exports",0.10771,,
2013,688,"Serbia",01,"Imports",0.12396,,
2013,690,"Seychelles",02,"Exports",0.874,,
2013,690,"Seychelles",01,"Imports",0.37081,,
2013,702,"Singapore",02,"Exports",0.20592,,
2013,702,"Singapore",01,"Imports",0.08623,,
2013,703,"Slovakia",02,"Exports",0.08601,,
2013,703,"Slovakia",01,"Imports",0.11634,,
2013,705,"Slovenia",02,"Exports",0.3608,,
2013,705,"Slovenia",01,"Imports",0.12864,,
2013,090,"Solomon Islands",02,"Exports",0.52731,,
2013,090,"Solomon Islands",01,"Imports",0.35747,,
2013,710,"South Africa",02,"Exports",0.09531,,
2013,710,"South Africa",01,"Imports",0.11828,,
2013,724,"Spain",02,"Exports",0.10262,,
2013,724,"Spain",01,"Imports",0.12187,,
2013,144,"Sri Lanka",02,"Exports",0.17872,,
2013,144,"Sri Lanka",01,"Imports",0.13212,,
2013,275,"State of Palestine",02,"Exports",0.1176,,
2013,275,"State of Palestine",01,"Imports",0.09864,,
2013,729,"Sudan",02,"Exports",0.41474,,
2013,729,"Sudan",01,"Imports",0.31065,,
2013,736,"Sudan (...2011)",02,"Exports",,,"Not applicable"
2013,736,"Sudan (...2011)",01,"Imports",,,"Not applicable"
2013,740,"Suriname",02,"Exports",0.2614,,
2013,740,"Suriname",01,"Imports",0.09938,,
2013,752,"Sweden",02,"Exports",0.15851,,
2013,752,"Sweden",01,"Imports",0.11121,,
2013,757,"Switzerland, Liechtenstein",02,"Exports",0.47319,,
2013,757,"Switzerland, Liechtenstein",01,"Imports",0.24505,,
2013,834,"Tanzania, United Republic of",02,"Exports",0.16938,,
2013,834,"Tanzania, United Republic of",01,"Imports",0.23948,,
2013,764,"Thailand",02,"Exports",0.13925,,
2013,764,"Thailand",01,"Imports",0.10919,,
2013,626,"Timor-Leste",02,"Exports",0.55647,,
2013,626,"Timor-Leste",01,"Imports",0.22282,,
2013,768,"Togo",02,"Exports",0.26451,,
2013,768,"Togo",01,"Imports",0.16138,,
2013,776,"Tonga",02,"Exports",0.10437,,
2013,776,"Tonga",01,"Imports",0.16647,,
2013,780,"Trinidad and Tobago",02,"Exports",0.16505,,
2013,780,"Trinidad and Tobago",01,"Imports",0.08551,,
2013,788,"Tunisia",02,"Exports",0.17678,,
2013,788,"Tunisia",01,"Imports",0.12056,,
2013,792,"Türkiye",02,"Exports",0.08163,,
2013,792,"Türkiye",01,"Imports",0.09856,,
2013,800,"Uganda",02,"Exports",0.27708,,
2013,800,"Uganda",01,"Imports",0.25272,,
2013,804,"Ukraine",02,"Exports",0.25092,,
2013,804,"Ukraine",01,"Imports",0.12232,,
2013,784,"United Arab Emirates",02,"Exports",0.11803,,
2013,784,"United Arab Emirates",01,"Imports",0.06781,,
2013,926,"United Kingdom",02,"Exports",0.23769,,
2013,926,"United Kingdom",01,"Imports",0.10036,,
2013,842,"United States of America",02,"Exports",0.12022,,
2013,842,"United States of America",01,"Imports",0.10548,,
2013,858,"Uruguay",02,"Exports",0.27735,,
2013,858,"Uruguay",01,"Imports",0.08016,,
2013,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",0.20188,,
2013,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",0.16567,,
2013,704,"Viet Nam",02,"Exports",0.12825,,
2013,704,"Viet Nam",01,"Imports",0.11465,,
2013,887,"Yemen",02,"Exports",0.07701,,
2013,887,"Yemen",01,"Imports",0.25568,,
2013,894,"Zambia",02,"Exports",0.15765,,
2013,894,"Zambia",01,"Imports",0.12566,,
2013,716,"Zimbabwe",02,"Exports",0.64643,,
2013,716,"Zimbabwe",01,"Imports",0.14373,,
2013,0000,"World",02,"Exports",0.07825,,
2013,0000,"World",01,"Imports",0.08424,,
2013,5100,"Africa",02,"Exports",0.09515,,
2013,5100,"Africa",01,"Imports",0.09575,,
2013,5110,"Northern Africa",02,"Exports",0.07966,,
2013,5110,"Northern Africa",01,"Imports",0.12159,,
2013,5120,"Sub-Saharan Africa",02,"Exports",0.12869,,
2013,5120,"Sub-Saharan Africa",01,"Imports",0.10186,,
2013,5121,"Eastern Africa",02,"Exports",0.17317,,
2013,5121,"Eastern Africa",01,"Imports",0.13338,,
2013,5122,"Middle Africa",02,"Exports",0.30146,,
2013,5122,"Middle Africa",01,"Imports",0.11822,,
2013,5123,"Southern Africa",02,"Exports",0.08953,,
2013,5123,"Southern Africa",01,"Imports",0.10583,,
2013,5124,"Western Africa",02,"Exports",0.29389,,
2013,5124,"Western Africa",01,"Imports",0.12561,,
2013,5200,"Americas",02,"Exports",0.10748,,
2013,5200,"Americas",01,"Imports",0.09384,,
2013,5210,"Northern America",02,"Exports",0.10472,,
2013,5210,"Northern America",01,"Imports",0.10209,,
2013,5220,"Latin America and the Caribbean",02,"Exports",0.14387,,
2013,5220,"Latin America and the Caribbean",01,"Imports",0.09339,,
2013,5221,"Caribbean",02,"Exports",0.14841,,
2013,5221,"Caribbean",01,"Imports",0.084,,
2013,5222,"Central America",02,"Exports",0.08971,,
2013,5222,"Central America",01,"Imports",0.08749,,
2013,5223,"South America",02,"Exports",0.18371,,
2013,5223,"South America",01,"Imports",0.10955,,
2013,5300,"Asia",02,"Exports",0.05505,,
2013,5300,"Asia",01,"Imports",0.07497,,
2013,5310,"Central Asia",02,"Exports",0.34688,,
2013,5310,"Central Asia",01,"Imports",0.11498,,
2013,5330,"Eastern Asia",02,"Exports",0.05831,,
2013,5330,"Eastern Asia",01,"Imports",0.09602,,
2013,5350,"South-eastern Asia",02,"Exports",0.11123,,
2013,5350,"South-eastern Asia",01,"Imports",0.07951,,
2013,5320,"Southern Asia",02,"Exports",0.10967,,
2013,5320,"Southern Asia",01,"Imports",0.1275,,
2013,5340,"Western Asia",02,"Exports",0.08138,,
2013,5340,"Western Asia",01,"Imports",0.08038,,
2013,5400,"Europe",02,"Exports",0.13175,,
2013,5400,"Europe",01,"Imports",0.10176,,
2013,5410,"Eastern Europe",02,"Exports",0.08586,,
2013,5410,"Eastern Europe",01,"Imports",0.10919,,
2013,5420,"Northern Europe",02,"Exports",0.16896,,
2013,5420,"Northern Europe",01,"Imports",0.09509,,
2013,5430,"Southern Europe",02,"Exports",0.10923,,
2013,5430,"Southern Europe",01,"Imports",0.11095,,
2013,5440,"Western Europe",02,"Exports",0.15829,,
2013,5440,"Western Europe",01,"Imports",0.10295,,
2013,5500,"Oceania",02,"Exports",0.14642,,
2013,5500,"Oceania",01,"Imports",0.14904,,
2013,5600,"Asia and Oceania",02,"Exports",0.05236,,
2013,5600,"Asia and Oceania",01,"Imports",0.07565,,
2013,5702,"Northern America and Europe",02,"Exports",0.11894,,
2013,5702,"Northern America and Europe",01,"Imports",0.10052,,
2013,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",0.11573,,
2013,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",0.10162,,
2013,5703,"Central and Southern Asia",02,"Exports",0.10787,,
2013,5703,"Central and Southern Asia",01,"Imports",0.11454,,
2013,5704,"Eastern and South-Eastern Asia",02,"Exports",0.05764,,
2013,5704,"Eastern and South-Eastern Asia",01,"Imports",0.0851,,
2013,5705,"Western Asia and Northern Africa",02,"Exports",0.07204,,
2013,5705,"Western Asia and Northern Africa",01,"Imports",0.08297,,
2013,1400,"Developing economies",02,"Exports",0.05438,,
2013,1400,"Developing economies",01,"Imports",0.07596,,
2013,1410,"Developing economies: Africa",02,"Exports",0.09515,,
2013,1410,"Developing economies: Africa",01,"Imports",0.09575,,
2013,1420,"Developing economies: Americas",02,"Exports",0.14387,,
2013,1420,"Developing economies: Americas",01,"Imports",0.09339,,
2013,1460,"Developing economies: Asia and Oceania",02,"Exports",0.05592,,
2013,1460,"Developing economies: Asia and Oceania",01,"Imports",0.08048,,
2013,1430,"Developing economies: Asia",02,"Exports",0.056,,
2013,1430,"Developing economies: Asia",01,"Imports",0.08066,,
2013,1450,"Developing economies: Oceania",02,"Exports",0.20541,,
2013,1450,"Developing economies: Oceania",01,"Imports",0.08369,,
2013,1500,"Developed economies",02,"Exports",0.11525,,
2013,1500,"Developed economies",01,"Imports",0.09859,,
2013,1520,"Developed economies: Americas",02,"Exports",0.10472,,
2013,1520,"Developed economies: Americas",01,"Imports",0.10209,,
2013,1560,"Developed economies: Asia and Oceania",02,"Exports",0.10789,,
2013,1560,"Developed economies: Asia and Oceania",01,"Imports",0.09434,,
2013,1530,"Developed economies: Asia",02,"Exports",0.13219,,
2013,1530,"Developed economies: Asia",01,"Imports",0.08776,,
2013,1550,"Developed economies: Oceania",02,"Exports",0.14823,,
2013,1550,"Developed economies: Oceania",01,"Imports",0.15417,,
2013,1540,"Developed economies: Europe",02,"Exports",0.13175,,
2013,1540,"Developed economies: Europe",01,"Imports",0.10176,,
2013,1600,"Developing economies excluding China",02,"Exports",0.06606,,
2013,1600,"Developing economies excluding China",01,"Imports",0.06963,,
2013,1601,"Developing economies excluding LDCs",02,"Exports",0.05444,,
2013,1601,"Developing economies excluding LDCs",01,"Imports",0.07672,,
2013,1610,"LDCs (Least developed countries)",02,"Exports",0.14715,,
2013,1610,"LDCs (Least developed countries)",01,"Imports",0.11122,,
2013,1614,"LDCs: Africa",02,"Exports",0.15349,,
2013,1614,"LDCs: Africa",01,"Imports",0.12815,,
2013,1612,"LDCs: Asia",02,"Exports",0.19773,,
2013,1612,"LDCs: Asia",01,"Imports",0.13954,,
2013,1615,"LDCs: Islands and Haiti",02,"Exports",0.48667,,
2013,1615,"LDCs: Islands and Haiti",01,"Imports",0.20545,,
2013,1620,"LLDCs (Landlocked developing countries)",02,"Exports",0.14469,,
2013,1620,"LLDCs (Landlocked developing countries)",01,"Imports",0.10217,,
2013,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",0.15167,,
2013,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",0.0702,,
2013,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",0.32721,,
2013,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",0.08679,,
2013,1642,"SIDS: Caribbean",02,"Exports",0.13286,,
2013,1642,"SIDS: Caribbean",01,"Imports",0.08215,,
2013,1643,"SIDS: Pacific",02,"Exports",0.19854,,
2013,1643,"SIDS: Pacific",01,"Imports",0.08294,,
2013,2623,"Low-income developing economies",02,"Exports",0.09291,,
2013,2623,"Low-income developing economies",01,"Imports",0.13442,,
2013,2622,"Middle-income developing economies",02,"Exports",0.07775,,
2013,2622,"Middle-income developing economies",01,"Imports",0.08257,,
2013,2621,"High-income developing economies",02,"Exports",0.05592,,
2013,2621,"High-income developing economies",01,"Imports",0.08235,,
2013,2711,"BRICS",02,"Exports",0.06603,,
2013,2711,"BRICS",01,"Imports",0.12157,,
2013,3384,"BioTrade countries",02,"Exports",0.07791,,
2013,3384,"BioTrade countries",01,"Imports",0.08971,,
2013,3380,"CBD (Convention on Biological Diversity)",02,"Exports",0.07872,,
2013,3380,"CBD (Convention on Biological Diversity)",01,"Imports",0.08489,,
2013,3381,"CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)",02,"Exports",0.07943,,
2013,3381,"CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)",01,"Imports",0.08578,,
2013,3412,"European Union (2020 …)",02,"Exports",0.11773,,
2013,3412,"European Union (2020 …)",01,"Imports",0.09812,,
2013,3916,"G20 (Group of Twenty)",02,"Exports",0.08252,,
2013,3916,"G20 (Group of Twenty)",01,"Imports",0.08806,,
2013,3919,"G-77 (Group of 77)",02,"Exports",0.05832,,
2013,3919,"G-77 (Group of 77)",01,"Imports",0.08278,,
2013,3383,"LMMC (Like-Minded Megadiverse Countries)",02,"Exports",0.06079,,
2013,3383,"LMMC (Like-Minded Megadiverse Countries)",01,"Imports",0.10592,,
2013,3382,"Nagoya Protocol on Access and Benefit Sharing",02,"Exports",0.08556,,
2013,3382,"Nagoya Protocol on Access and Benefit Sharing",01,"Imports",0.08506,,
2013,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",0.11264,,
2013,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",0.09617,,
2014,004,"Afghanistan",02,"Exports",0.25983,,
2014,004,"Afghanistan",01,"Imports",0.37143,,
2014,008,"Albania",02,"Exports",0.17695,,
2014,008,"Albania",01,"Imports",0.10802,,
2014,012,"Algeria",02,"Exports",0.61012,,
2014,012,"Algeria",01,"Imports",0.16408,,
2014,020,"Andorra",02,"Exports",0.17658,,
2014,020,"Andorra",01,"Imports",0.11712,,
2014,024,"Angola",02,"Exports",0.50993,,
2014,024,"Angola",01,"Imports",0.1149,,
2014,028,"Antigua and Barbuda",02,"Exports",0.36163,,
2014,028,"Antigua and Barbuda",01,"Imports",0.08503,,
2014,032,"Argentina",02,"Exports",0.29892,,
2014,032,"Argentina",01,"Imports",0.15374,,
2014,051,"Armenia",02,"Exports",0.43136,,
2014,051,"Armenia",01,"Imports",0.10769,,
2014,533,"Aruba",02,"Exports",0.71295,,
2014,533,"Aruba",01,"Imports",0.10927,,
2014,036,"Australia",02,"Exports",0.18547,,
2014,036,"Australia",01,"Imports",0.15417,,
2014,040,"Austria",02,"Exports",0.11669,,
2014,040,"Austria",01,"Imports",0.09307,,
2014,031,"Azerbaijan",02,"Exports",0.25843,,
2014,031,"Azerbaijan",01,"Imports",0.23261,,
2014,044,"Bahamas",02,"Exports",0.59969,,
2014,044,"Bahamas",01,"Imports",0.07225,,
2014,048,"Bahrain",02,"Exports",0.23877,,
2014,048,"Bahrain",01,"Imports",0.09026,,
2014,052,"Barbados",02,"Exports",0.33465,,
2014,052,"Barbados",01,"Imports",0.11002,,
2014,112,"Belarus",02,"Exports",0.12629,,
2014,112,"Belarus",01,"Imports",0.08047,,
2014,056,"Belgium",02,"Exports",0.10578,,
2014,056,"Belgium",01,"Imports",0.10082,,
2014,084,"Belize",02,"Exports",0.34024,,
2014,084,"Belize",01,"Imports",0.18245,,
2014,204,"Benin",02,"Exports",0.62285,,
2014,204,"Benin",01,"Imports",0.47032,,
2014,060,"Bermuda",02,"Exports",0.71113,,
2014,060,"Bermuda",01,"Imports",0.08157,,
2014,068,"Bolivia (Plurinational State of)",02,"Exports",0.34237,,
2014,068,"Bolivia (Plurinational State of)",01,"Imports",0.10993,,
2014,070,"Bosnia and Herzegovina",02,"Exports",0.12223,,
2014,070,"Bosnia and Herzegovina",01,"Imports",0.08564,,
2014,072,"Botswana",02,"Exports",0.35061,,
2014,072,"Botswana",01,"Imports",0.09403,,
2014,076,"Brazil",02,"Exports",0.26682,,
2014,076,"Brazil",01,"Imports",0.14195,,
2014,096,"Brunei Darussalam",02,"Exports",0.21006,,
2014,096,"Brunei Darussalam",01,"Imports",0.12022,,
2014,100,"Bulgaria",02,"Exports",0.13643,,
2014,100,"Bulgaria",01,"Imports",0.13421,,
2014,854,"Burkina Faso",02,"Exports",0.59186,,
2014,854,"Burkina Faso",01,"Imports",0.23894,,
2014,108,"Burundi",02,"Exports",0.56861,,
2014,108,"Burundi",01,"Imports",0.25565,,
2014,132,"Cabo Verde",02,"Exports",0.37005,,
2014,132,"Cabo Verde",01,"Imports",0.11175,,
2014,116,"Cambodia",02,"Exports",0.21564,,
2014,116,"Cambodia",01,"Imports",0.37159,,
2014,120,"Cameroon",02,"Exports",0.34815,,
2014,120,"Cameroon",01,"Imports",0.21719,,
2014,124,"Canada",02,"Exports",0.11301,,
2014,124,"Canada",01,"Imports",0.09583,,
2014,140,"Central African Republic",02,"Exports",0.58823,,
2014,140,"Central African Republic",01,"Imports",0.30925,,
2014,152,"Chile",02,"Exports",0.13464,,
2014,152,"Chile",01,"Imports",0.09583,,
2014,156,"China",02,"Exports",0.06247,,
2014,156,"China",01,"Imports",0.18651,,
2014,344,"China, Hong Kong SAR",02,"Exports",0.09938,,
2014,344,"China, Hong Kong SAR",01,"Imports",0.08053,,
2014,446,"China, Macao SAR",02,"Exports",0.27758,,
2014,446,"China, Macao SAR",01,"Imports",0.16459,,
2014,158,"China, Taiwan Province of",02,"Exports",0.07817,,
2014,158,"China, Taiwan Province of",01,"Imports",0.10503,,
2014,170,"Colombia",02,"Exports",0.27715,,
2014,170,"Colombia",01,"Imports",0.13732,,
2014,174,"Comoros",02,"Exports",0.61775,,
2014,174,"Comoros",01,"Imports",0.31759,,
2014,178,"Congo",02,"Exports",0.43042,,
2014,178,"Congo",01,"Imports",0.14236,,
2014,188,"Costa Rica",02,"Exports",0.26295,,
2014,188,"Costa Rica",01,"Imports",0.12989,,
2014,384,"Côte d'Ivoire",02,"Exports",0.41321,,
2014,384,"Côte d'Ivoire",01,"Imports",0.16926,,
2014,191,"Croatia",02,"Exports",0.10157,,
2014,191,"Croatia",01,"Imports",0.08919,,
2014,196,"Cyprus",02,"Exports",0.37198,,
2014,196,"Cyprus",01,"Imports",0.09448,,
2014,203,"Czechia",02,"Exports",0.09643,,
2014,203,"Czechia",01,"Imports",0.12713,,
2014,208,"Denmark",02,"Exports",0.11229,,
2014,208,"Denmark",01,"Imports",0.09476,,
2014,214,"Dominican Republic",02,"Exports",0.19097,,
2014,214,"Dominican Republic",01,"Imports",0.10511,,
2014,218,"Ecuador",02,"Exports",0.32285,,
2014,218,"Ecuador",01,"Imports",0.17409,,
2014,818,"Egypt",02,"Exports",0.09513,,
2014,818,"Egypt",01,"Imports",0.17813,,
2014,222,"El Salvador",02,"Exports",0.23284,,
2014,222,"El Salvador",01,"Imports",0.09627,,
2014,233,"Estonia",02,"Exports",0.08464,,
2014,233,"Estonia",01,"Imports",0.08716,,
2014,748,"Eswatini",02,"Exports",0.45121,,
2014,748,"Eswatini",01,"Imports",0.08458,,
2014,231,"Ethiopia",02,"Exports",0.4345,,
2014,231,"Ethiopia",01,"Imports",0.20327,,
2014,242,"Fiji",02,"Exports",0.21659,,
2014,242,"Fiji",01,"Imports",0.16273,,
2014,246,"Finland",02,"Exports",0.1755,,
2014,246,"Finland",01,"Imports",0.11418,,
2014,251,"France",02,"Exports",0.14573,,
2014,251,"France",01,"Imports",0.09954,,
2014,258,"French Polynesia",02,"Exports",0.69624,,
2014,258,"French Polynesia",01,"Imports",0.1174,,
2014,270,"Gambia",02,"Exports",0.33608,,
2014,270,"Gambia",01,"Imports",0.33258,,
2014,268,"Georgia",02,"Exports",0.29337,,
2014,268,"Georgia",01,"Imports",0.13843,,
2014,276,"Germany",02,"Exports",0.17562,,
2014,276,"Germany",01,"Imports",0.10288,,
2014,288,"Ghana",02,"Exports",0.42244,,
2014,288,"Ghana",01,"Imports",0.21108,,
2014,300,"Greece",02,"Exports",0.13676,,
2014,300,"Greece",01,"Imports",0.15011,,
2014,304,"Greenland",02,"Exports",0.37289,,
2014,304,"Greenland",01,"Imports",0.10066,,
2014,308,"Grenada",02,"Exports",0.31067,,
2014,308,"Grenada",01,"Imports",0.09906,,
2014,320,"Guatemala",02,"Exports",0.19875,,
2014,320,"Guatemala",01,"Imports",0.1133,,
2014,324,"Guinea",02,"Exports",0.3477,,
2014,324,"Guinea",01,"Imports",0.26361,,
2014,328,"Guyana",02,"Exports",0.2979,,
2014,328,"Guyana",01,"Imports",0.08814,,
2014,340,"Honduras",02,"Exports",0.29926,,
2014,340,"Honduras",01,"Imports",0.1322,,
